min-dop,var-dop,min-n.valid-sat,min-ps,min-snr,var-valid-sat,var-snr,var-ps,max-n.valid-sat-changed,av-valid-sat,av-ps,av-dop,max-snr,max-cp,max-n.valid-sat,snr-av,min-hight,maxAmplitude,class
108.17,1.97107e+07,6,2,228247,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,43.4551,43.8712,12.982,228.206,0.961137,0,spoofed
108.17,2.0463e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.04626e+07,43.4551,43.8712,12.982,740.347,0.961137,0,spoofed
108.17,1.85075e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.8507e+07,43.4551,43.8712,12.982,719.924,0.961137,0,spoofed
108.17,1.99095e+07,6,6,1.20645e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,43.4551,43.8712,12.982,1120.62,0.961137,0,spoofed
108.417,1.78987e+07,6,0,192216,6,6,44.5735,0,96.6564,-27.4438,6,1.78985e+07,42.9775,43.7435,13.0807,237.227,1.2682,0,spoofed
108.417,1.87723e+07,6,1,-315337,6,6,44.5735,0,96.6564,-27.4438,6,1.87721e+07,42.9775,43.7435,13.0807,368.397,1.2682,0,spoofed
108.417,1.97107e+07,6,2,229981,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.9775,43.7435,13.0807,283.974,1.2682,0,spoofed
108.417,2.04629e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.04624e+07,42.9775,43.7435,13.0807,933.192,1.2682,0,spoofed
108.417,1.85074e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.85069e+07,42.9775,43.7435,13.0807,910.767,1.2682,0,spoofed
108.417,1.99096e+07,6,6,1.21528e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,42.9775,43.7435,13.0807,1418.75,1.2682,0,spoofed
109.245,1.78987e+07,6,0,193674,6,6,44.5735,0,96.6564,-27.4438,6,1.78985e+07,42.9775,43.7759,14.4732,289.179,1.29108,0,spoofed
109.245,1.87723e+07,6,1,-315337,6,6,44.5735,0,96.6564,-27.4438,6,1.8772e+07,42.9775,43.7759,14.4732,452.755,1.29108,0,spoofed
109.245,1.97107e+07,6,2,231715,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.9775,43.7759,14.4732,344.917,1.29108,0,spoofed
109.245,2.04628e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.04622e+07,42.9775,43.7759,14.4732,1139.54,1.29108,0,spoofed
109.245,1.85073e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.85067e+07,42.9775,43.7759,14.4732,1115.95,1.29108,0,spoofed
109.245,1.99098e+07,6,6,1.22412e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,42.9775,43.7759,14.4732,1737.23,1.29108,0,spoofed
109.45,1.78987e+07,6,0,195132,6,6,44.5735,0,96.6564,-27.4438,6,1.78985e+07,42.9775,43.8449,14.5775,345.845,1.41768,0,spoofed
109.45,1.87722e+07,6,1,-315337,6,6,44.5735,0,96.6564,-27.4438,6,1.87719e+07,42.9775,43.8449,14.5775,543.71,1.41768,0,spoofed
109.45,1.97108e+07,6,2,233450,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.9775,43.8449,14.5775,409.821,1.41768,0,spoofed
109.45,2.04627e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.0462e+07,42.9775,43.8449,14.5775,1361.87,1.41768,0,spoofed
109.45,1.85072e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.85065e+07,42.9775,43.8449,14.5775,1334.78,1.41768,0,spoofed
109.45,1.99099e+07,6,6,1.23296e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,42.9775,43.8449,14.5775,2075.84,1.41768,0,spoofed
110.169,1.78987e+07,6,0,196592,6,6,44.5735,0,96.6564,-27.4438,6,1.78985e+07,42.9775,43.8323,16.0909,404.441,1.42272,0,spoofed
110.169,1.87722e+07,6,1,-315337,6,6,44.5735,0,96.6564,-27.4438,6,1.87719e+07,42.9775,43.8323,16.0909,636.209,1.42272,0,spoofed
110.169,1.97108e+07,6,2,235186,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.9775,43.8323,16.0909,479.212,1.42272,0,spoofed
110.169,2.04626e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.04619e+07,42.9775,43.8323,16.0909,1596.97,1.42272,0,spoofed
110.169,1.85071e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.85063e+07,42.9775,43.8323,16.0909,1566.73,1.42272,0,spoofed
110.169,1.991e+07,6,6,1.24179e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,42.9775,43.8323,16.0909,2434.42,1.42272,0,spoofed
110.393,1.78988e+07,6,0,198052,6,6,44.5735,0,96.6564,-27.4438,6,1.78985e+07,42.9775,43.811,16.2629,467.602,1.44001,0,spoofed
110.393,1.87721e+07,6,1,-315337,6,6,44.5735,0,96.6564,-27.4438,6,1.87718e+07,42.9775,43.811,16.2629,734.555,1.44001,0,spoofed
110.393,1.97108e+07,6,2,236923,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.9775,43.811,16.2629,551.266,1.44001,0,spoofed
110.393,2.04626e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.04617e+07,42.9775,43.811,16.2629,1842.98,1.44001,0,spoofed
110.393,1.8507e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.85062e+07,42.9775,43.811,16.2629,1809.52,1.44001,0,spoofed
110.393,1.99102e+07,6,6,1.25063e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,42.9775,43.811,16.2629,2811.46,1.44001,0,spoofed
110.692,1.78988e+07,6,0,199513,6,6,44.5735,0,96.6564,-27.4438,6,1.78985e+07,42.8712,43.7327,16.6199,532.659,1.69802,0,spoofed
110.692,1.87721e+07,6,1,-315337,6,6,44.5735,0,96.6564,-27.4438,6,1.87717e+07,42.8712,43.7327,16.6199,837.033,1.69802,0,spoofed
110.692,1.97109e+07,6,2,238662,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.8712,43.7327,16.6199,630.081,1.69802,0,spoofed
110.692,2.04625e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.04615e+07,42.8712,43.7327,16.6199,2104.54,1.69802,0,spoofed
110.692,1.85069e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.8506e+07,42.8712,43.7327,16.6199,2062.72,1.69802,0,spoofed
110.692,1.99103e+07,6,6,1.25947e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,42.8712,43.7327,16.6199,3203.45,1.69802,0,spoofed
110.308,1.78988e+07,6,0,200976,6,6,44.5735,0,96.6564,-27.4438,6,1.78985e+07,42.8712,43.7456,17.2979,601.806,1.70566,0,spoofed
110.308,1.87721e+07,6,1,-315337,6,6,44.5735,0,96.6564,-27.4438,6,1.87717e+07,42.8712,43.7456,17.2979,943.402,1.70566,0,spoofed
110.308,1.97109e+07,6,2,240401,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.8712,43.7456,17.2979,709.353,1.70566,0,spoofed
110.308,2.04624e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.04613e+07,42.8712,43.7456,17.2979,2377.25,1.70566,0,spoofed
110.308,1.85069e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.85058e+07,42.8712,43.7456,17.2979,2325.61,1.70566,0,spoofed
110.308,1.99104e+07,6,6,1.2683e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,42.8712,43.7456,17.2979,3612.14,1.70566,0,spoofed
110.489,1.78988e+07,6,0,202439,6,6,44.5735,0,96.6564,-27.4438,6,1.78985e+07,42.8712,43.7639,17.4693,672.11,1.72338,0,spoofed
110.489,1.8772e+07,6,1,-315337,6,6,44.5735,0,96.6564,-27.4438,6,1.87716e+07,42.8712,43.7639,17.4693,1055.21,1.72338,0,spoofed
110.489,1.97109e+07,6,2,242141,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.8712,43.7639,17.4693,791.778,1.72338,0,spoofed
110.489,2.04623e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.04611e+07,42.8712,43.7639,17.4693,2659.08,1.72338,0,spoofed
110.489,1.85068e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.85057e+07,42.8712,43.7639,17.4693,2599.59,1.72338,0,spoofed
110.489,1.99106e+07,6,6,1.27714e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,42.8712,43.7639,17.4693,4038.82,1.72338,0,spoofed
110.912,1.78989e+07,6,0,203903,6,6,44.5735,0,96.6564,-27.4438,6,1.78985e+07,42.8712,43.7407,18.514,744.409,1.75595,0,spoofed
110.912,1.8772e+07,6,1,-315337,6,6,44.5735,0,96.6564,-27.4438,6,1.87715e+07,42.8712,43.7407,18.514,1170.76,1.75595,0,spoofed
110.912,1.97109e+07,6,2,243882,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.8712,43.7407,18.514,876.784,1.75595,0,spoofed
110.912,2.04622e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.0461e+07,42.8712,43.7407,18.514,2951.02,1.75595,0,spoofed
110.912,1.85067e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.85055e+07,42.8712,43.7407,18.514,2884.24,1.75595,0,spoofed
110.912,1.99107e+07,6,6,1.28598e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,42.8712,43.7407,18.514,4480.24,1.75595,0,spoofed
111.157,1.78989e+07,6,0,205369,6,6,44.5735,0,96.6564,-27.4438,6,1.78985e+07,42.8712,43.741,18.8998,820.852,1.75595,0,spoofed
111.157,1.8772e+07,6,1,-315337,6,6,44.5735,0,96.6564,-27.4438,6,1.87715e+07,42.8712,43.741,18.8998,1288.29,1.75595,0,spoofed
111.157,1.9711e+07,6,2,245624,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.8712,43.741,18.8998,966.365,1.75595,0,spoofed
111.157,2.04621e+07,6,3,-768661,6,6,44.5735,0,96.6564,-27.4438,6,2.04608e+07,42.8712,43.741,18.8998,3253.09,1.75595,0,spoofed
111.157,1.85066e+07,6,5,-759061,6,6,44.5735,0,96.6564,-27.4438,6,1.85053e+07,42.8712,43.741,18.8998,3176.68,1.75595,0,spoofed
111.157,1.99108e+07,6,6,1.29482e+06,6,6,44.5735,0,96.6564,-27.4438,6,1.99088e+07,42.8712,43.741,18.8998,4937.05,1.75595,0,spoofed
111.275,1.78989e+07,6,0,206835,6,6,44.5735,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.6671,19.0003,901.2,2.13763,0,spoofed
111.275,1.87719e+07,6,1,-315337,6,6,44.5735,0,96.6564,-28.802,6,1.87714e+07,42.4844,43.6671,19.0003,1410.7,2.13763,0,spoofed
111.275,1.9711e+07,6,2,247368,6,6,44.5735,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.6671,19.0003,1056.36,2.13763,0,spoofed
111.275,2.0462e+07,6,3,-768661,6,6,44.5735,0,96.6564,-28.802,6,2.04606e+07,42.4844,43.6671,19.0003,3565.72,2.13763,0,spoofed
111.275,1.85065e+07,6,5,-759061,6,6,44.5735,0,96.6564,-28.802,6,1.85051e+07,42.4844,43.6671,19.0003,3480.51,2.13763,0,spoofed
111.275,1.9911e+07,6,6,1.30366e+06,6,6,44.5735,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.6671,19.0003,5406.5,2.13763,0,spoofed
111.661,1.78989e+07,6,0,208302,6,6,44.5735,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.6561,20.1594,981.657,2.14617,0,spoofed
111.661,1.87719e+07,6,1,-315337,6,6,44.5735,0,96.6564,-28.802,6,1.87713e+07,42.4844,43.6561,20.1594,1535.39,2.14617,0,spoofed
111.661,1.9711e+07,6,2,249112,6,6,44.5735,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.6561,20.1594,1150.64,2.14617,0,spoofed
111.661,2.04619e+07,6,3,-768661,6,6,44.5735,0,96.6564,-28.802,6,2.04604e+07,42.4844,43.6561,20.1594,3886.14,2.14617,0,spoofed
111.661,1.85064e+07,6,5,-759061,6,6,44.5735,0,96.6564,-28.802,6,1.8505e+07,42.4844,43.6561,20.1594,3792.48,2.14617,0,spoofed
111.661,1.99111e+07,6,6,1.3125e+06,6,6,44.5735,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.6561,20.1594,5893.22,2.14617,0,spoofed
111.913,1.7899e+07,6,0,209770,6,6,44.5735,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.6921,20.6941,1064.97,2.24705,0,spoofed
111.913,1.87719e+07,6,1,-315337,6,6,44.5735,0,96.6564,-28.802,6,1.87712e+07,42.4844,43.6921,20.6941,1665.32,2.24705,0,spoofed
111.913,1.9711e+07,6,2,250857,6,6,44.5735,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.6921,20.6941,1247.58,2.24705,0,spoofed
111.913,2.04619e+07,6,3,-768661,6,6,44.5735,0,96.6564,-28.802,6,2.04603e+07,42.4844,43.6921,20.6941,4213.69,2.24705,0,spoofed
111.913,1.85063e+07,6,5,-759061,6,6,44.5735,0,96.6564,-28.802,6,1.85048e+07,42.4844,43.6921,20.6941,4113.18,2.24705,0,spoofed
111.913,1.99112e+07,6,6,1.32133e+06,6,6,44.5735,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.6921,20.6941,6391.43,2.24705,0,spoofed
112.02,1.7899e+07,6,0,211239,6,6,44.7823,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.7467,20.7984,1151.68,2.48561,0,spoofed
112.02,1.87718e+07,6,1,-315337,6,6,44.7823,0,96.6564,-28.802,6,1.87712e+07,42.4844,43.7467,20.7984,1798.15,2.48561,0,spoofed
112.02,1.97111e+07,6,2,252603,6,6,44.7823,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.7467,20.7984,1349.07,2.48561,0,spoofed
112.02,2.04618e+07,6,3,-768661,6,6,44.7823,0,96.6564,-28.802,6,2.04601e+07,42.4844,43.7467,20.7984,4551.62,2.48561,0,spoofed
112.02,1.85063e+07,6,5,-759061,6,6,44.7823,0,96.6564,-28.802,6,1.85046e+07,42.4844,43.7467,20.7984,4443.04,2.48561,0,spoofed
112.02,1.99114e+07,6,6,1.33017e+06,6,6,44.7823,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.7467,20.7984,6903.93,2.48561,0,spoofed
111.932,1.7899e+07,6,0,212710,6,6,44.7823,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.7781,20.8765,1238.95,2.56758,0,spoofed
111.932,1.87718e+07,6,1,-315337,6,6,44.7823,0,96.6564,-28.802,6,1.87711e+07,42.4844,43.7781,20.8765,1934.04,2.56758,0,spoofed
111.932,1.97111e+07,6,2,254350,6,6,44.7823,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.7781,20.8765,1452.4,2.56758,0,spoofed
111.932,2.04617e+07,6,3,-768661,6,6,44.7823,0,96.6564,-28.802,6,2.04599e+07,42.4844,43.7781,20.8765,4897.38,2.56758,0,spoofed
111.932,1.85062e+07,6,5,-759061,6,6,44.7823,0,96.6564,-28.802,6,1.85044e+07,42.4844,43.7781,20.8765,4781.25,2.56758,0,spoofed
111.932,1.99115e+07,6,6,1.33901e+06,6,6,44.7823,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.7781,20.8765,7429.3,2.56758,0,spoofed
111.946,1.7899e+07,6,0,214181,6,6,44.7823,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.7877,20.8788,1326.49,2.57585,0,spoofed
111.946,1.87718e+07,6,1,-315337,6,6,44.7823,0,96.6564,-28.802,6,1.8771e+07,42.4844,43.7877,20.8788,2074.36,2.57585,0,spoofed
111.946,1.97111e+07,6,2,256098,6,6,44.7823,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.7877,20.8788,1554.77,2.57585,0,spoofed
111.946,2.04616e+07,6,3,-768661,6,6,44.7823,0,96.6564,-28.802,6,2.04597e+07,42.4844,43.7877,20.8788,5253.88,2.57585,0,spoofed
111.946,1.85061e+07,6,5,-759061,6,6,44.7823,0,96.6564,-28.802,6,1.85043e+07,42.4844,43.7877,20.8788,5128.24,2.57585,0,spoofed
111.946,1.99116e+07,6,6,1.34786e+06,6,6,44.7823,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.7877,20.8788,7966.32,2.57585,0,spoofed
111.905,1.7899e+07,6,0,215653,6,6,44.7823,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.7736,20.8999,1416.47,2.59525,0,spoofed
111.905,1.87717e+07,6,1,-315337,6,6,44.7823,0,96.6564,-28.802,6,1.8771e+07,42.4844,43.7736,20.8999,2216.21,2.59525,0,spoofed
111.905,1.97111e+07,6,2,257847,6,6,44.7823,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.7736,20.8999,1661.36,2.59525,0,spoofed
111.905,2.04615e+07,6,3,-768661,6,6,44.7823,0,96.6564,-28.802,6,2.04596e+07,42.4844,43.7736,20.8999,5617.4,2.59525,0,spoofed
111.905,1.8506e+07,6,5,-759061,6,6,44.7823,0,96.6564,-28.802,6,1.85041e+07,42.4844,43.7736,20.8999,5482.34,2.59525,0,spoofed
111.905,1.99118e+07,6,6,1.3567e+06,6,6,44.7823,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.7736,20.8999,8516.46,2.59525,0,spoofed
111.874,1.78991e+07,6,0,217126,6,6,44.7823,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.784,20.9122,1509.38,2.60667,0,spoofed
111.874,1.87717e+07,6,1,-315337,6,6,44.7823,0,96.6564,-28.802,6,1.87709e+07,42.4844,43.784,20.9122,2362.5,2.60667,0,spoofed
111.874,1.97112e+07,6,2,259597,6,6,44.7823,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.784,20.9122,1771.76,2.60667,0,spoofed
111.874,2.04614e+07,6,3,-768661,6,6,44.7823,0,96.6564,-28.802,6,2.04594e+07,42.4844,43.784,20.9122,5988.53,2.60667,0,spoofed
111.874,1.85059e+07,6,5,-759061,6,6,44.7823,0,96.6564,-28.802,6,1.85039e+07,42.4844,43.784,20.9122,5844.23,2.60667,0,spoofed
111.874,1.99119e+07,6,6,1.36554e+06,6,6,44.7823,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.784,20.9122,9078.42,2.60667,0,spoofed
111.804,1.78991e+07,6,0,218600,6,6,44.7823,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.7792,20.9836,1602.51,2.60927,0,spoofed
111.804,1.87717e+07,6,1,-315337,6,6,44.7823,0,96.6564,-28.802,6,1.87708e+07,42.4844,43.7792,20.9836,2510.42,2.60927,0,spoofed
111.804,1.97112e+07,6,2,261348,6,6,44.7823,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.7792,20.9836,1882.9,2.60927,0,spoofed
111.804,2.04613e+07,6,3,-768661,6,6,44.7823,0,96.6564,-28.802,6,2.04592e+07,42.4844,43.7792,20.9836,6367.85,2.60927,0,spoofed
111.804,1.85058e+07,6,5,-759061,6,6,44.7823,0,96.6564,-28.802,6,1.85038e+07,42.4844,43.7792,20.9836,6214.21,2.60927,0,spoofed
111.804,1.9912e+07,6,6,1.37438e+06,6,6,44.7823,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.7792,20.9836,9651.78,2.60927,0,spoofed
111.789,1.78991e+07,6,0,220075,6,6,44.7823,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.7532,20.9867,1697.82,2.69193,0,spoofed
111.789,1.87716e+07,6,1,-315337,6,6,44.7823,0,96.6564,-28.802,6,1.87708e+07,42.4844,43.7532,20.9867,2661.88,2.69193,0,spoofed
111.789,1.97112e+07,6,2,263101,6,6,44.7823,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.7532,20.9867,1997.2,2.69193,0,spoofed
111.789,2.04612e+07,6,3,-768661,6,6,44.7823,0,96.6564,-28.802,6,2.0459e+07,42.4844,43.7532,20.9867,6754.24,2.69193,0,spoofed
111.789,1.85057e+07,6,5,-759061,6,6,44.7823,0,96.6564,-28.802,6,1.85036e+07,42.4844,43.7532,20.9867,6591.74,2.69193,0,spoofed
111.789,1.99122e+07,6,6,1.38322e+06,6,6,44.7823,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.7532,20.9867,10238.6,2.69193,0,spoofed
111.932,1.78991e+07,6,0,221550,6,6,44.7823,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.7848,21.3243,1794.85,2.81854,0,spoofed
111.932,1.87716e+07,6,1,-315337,6,6,44.7823,0,96.6564,-28.802,6,1.87707e+07,42.4844,43.7848,21.3243,2817.75,2.81854,0,spoofed
111.932,1.97112e+07,6,2,264854,6,6,44.7823,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.7848,21.3243,2115.63,2.81854,0,spoofed
111.932,2.04611e+07,6,3,-768661,6,6,44.7823,0,96.6564,-28.802,6,2.04589e+07,42.4844,43.7848,21.3243,7147.15,2.81854,0,spoofed
111.932,1.85057e+07,6,5,-759061,6,6,44.7823,0,96.6564,-28.802,6,1.85034e+07,42.4844,43.7848,21.3243,6976.79,2.81854,0,spoofed
111.932,1.99123e+07,6,6,1.39206e+06,6,6,44.7823,0,96.6564,-28.802,6,1.99088e+07,42.4844,43.7848,21.3243,10835.8,2.81854,0,spoofed
111.729,1.78991e+07,6,0,223027,6,6,44.7823,0,96.6564,-28.802,6,1.78985e+07,42.4844,43.7973,22.0462,1894.13,2.83949,0,spoofed
111.729,1.87716e+07,6,1,-315337,6,6,44.7823,0,96.6564,-28.802,6,1.87706e+07,42.4844,43.7973,22.0462,2976.14,2.83949,0,spoofed
111.729,1.97113e+07,6,2,266608,6,6,44.7823,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.7973,22.0462,2234.51,2.83949,0,spoofed
