min-dop,var-dop,min-n.valid-sat,min-ps,min-snr,var-valid-sat,var-snr,var-ps,max-n.valid-sat-changed,av-valid-sat,av-ps,av-dop,max-snr,max-cp,max-n.valid-sat,snr-av,min-hight,maxAmplitude,class
-215.778,1.84928e+07,4,5,-450169,4,4,45.9782,0,-226.64,-24.1512,4,1.8492e+07,44.3358,45.2933,52.6164,1579.18,1.57193,0,clean
-215.778,1.98693e+07,4,6,764598,4,4,45.9782,0,-226.64,-24.1512,4,1.98681e+07,44.3358,45.2933,52.6164,2423.22,1.57193,0,clean
-216.033,1.78715e+07,4,0,119910,4,4,45.9782,0,-226.64,-58.6068,4,1.78712e+07,44.271,45.2003,52.6847,445.933,1.84957,0,clean
-216.033,1.87517e+07,4,1,-189326,4,4,45.9782,0,-226.64,-58.6068,4,1.87513e+07,44.271,45.2003,52.6847,754.783,1.84957,0,clean
-216.033,1.84927e+07,4,5,-450169,4,4,45.9782,0,-226.64,-58.6068,4,1.84918e+07,44.271,45.2003,52.6847,1825.31,1.84957,0,clean
-216.033,1.98694e+07,4,6,773413,4,4,45.9782,0,-226.64,-58.6068,4,1.98681e+07,44.271,45.2003,52.6847,2796.94,1.84957,0,clean
-216.582,1.78715e+07,4,0,121313,4,4,45.9782,0,-226.64,-58.6068,4,1.78712e+07,43.6913,45.0746,53.0609,507.183,2.34699,0,clean
-216.582,1.87516e+07,4,1,-189326,4,4,45.9782,0,-226.64,-58.6068,4,1.87513e+07,43.6913,45.0746,53.0609,860.982,2.34699,0,clean
-216.582,1.84926e+07,4,5,-450169,4,4,45.9782,0,-226.64,-58.6068,4,1.84917e+07,43.6913,45.0746,53.0609,2082.6,2.34699,0,clean
-216.582,1.98695e+07,4,6,782229,4,4,45.9782,0,-226.64,-58.6068,4,1.98681e+07,43.6913,45.0746,53.0609,3188.36,2.34699,0,clean
-217.14,1.78715e+07,4,0,122716,4,4,45.9782,0,-226.64,-58.6068,4,1.78712e+07,43.6913,45.0934,53.5157,572.385,2.3587,0,clean
-217.14,1.87516e+07,4,1,-189326,4,4,45.9782,0,-226.64,-58.6068,4,1.87512e+07,43.6913,45.0934,53.5157,971.078,2.3587,0,clean
-217.14,1.84925e+07,4,5,-450169,4,4,45.9782,0,-226.64,-58.6068,4,1.84915e+07,43.6913,45.0934,53.5157,2349.48,2.3587,0,clean
-217.14,1.98697e+07,4,6,791045,4,4,45.9782,0,-226.64,-58.6068,4,1.98681e+07,43.6913,45.0934,53.5157,3600.26,2.3587,0,clean
-217.445,1.78715e+07,4,0,124120,4,4,45.9782,0,-226.64,-70.2748,4,1.78712e+07,43.6913,45.0891,53.6735,640.141,2.35942,0,clean
-217.445,1.87516e+07,4,1,-189326,4,4,45.9782,0,-226.64,-70.2748,4,1.87511e+07,43.6913,45.0891,53.6735,1087.55,2.35942,0,clean
-217.445,1.84924e+07,4,5,-450169,4,4,45.9782,0,-226.64,-70.2748,4,1.84913e+07,43.6913,45.0891,53.6735,2626.78,2.35942,0,clean
-217.445,1.98698e+07,4,6,799862,4,4,45.9782,0,-226.64,-70.2748,4,1.98681e+07,43.6913,45.0891,53.6735,4025.51,2.35942,0,clean
-218.168,1.78715e+07,4,0,125525,4,4,45.9782,0,-228.297,-70.2748,4,1.78712e+07,43.6913,45.0935,54.688,710.253,2.3603,0,clean
-218.168,1.87515e+07,4,1,-189326,4,4,45.9782,0,-228.297,-70.2748,4,1.8751e+07,43.6913,45.0935,54.688,1206.07,2.3603,0,clean
-218.168,1.84924e+07,4,5,-450169,4,4,45.9782,0,-228.297,-70.2748,4,1.84911e+07,43.6913,45.0935,54.688,2913.57,2.3603,0,clean
-218.168,1.98699e+07,4,6,808679,4,4,45.9782,0,-228.297,-70.2748,4,1.98681e+07,43.6913,45.0935,54.688,4466.28,2.3603,0,clean
-218.4,1.78716e+07,4,0,126932,4,4,45.9782,0,-228.297,-70.2748,4,1.78712e+07,43.6913,45.0823,54.8056,782.855,2.36672,0,clean
-218.4,1.87515e+07,4,1,-189326,4,4,45.9782,0,-228.297,-70.2748,4,1.8751e+07,43.6913,45.0823,54.8056,1329.86,2.36672,0,clean
-218.4,1.84923e+07,4,5,-450169,4,4,45.9782,0,-228.297,-70.2748,4,1.8491e+07,43.6913,45.0823,54.8056,3209.6,2.36672,0,clean
-218.4,1.98701e+07,4,6,817496,4,4,45.9782,0,-228.297,-70.2748,4,1.98681e+07,43.6913,45.0823,54.8056,4921.91,2.36672,0,clean
-218.831,1.78716e+07,4,0,128339,4,4,45.9782,0,-228.297,-70.2748,4,1.78712e+07,43.6913,45.0491,55.2659,857.651,2.42904,0,clean
-218.831,1.87515e+07,4,1,-189326,4,4,45.9782,0,-228.297,-70.2748,4,1.87509e+07,43.6913,45.0491,55.2659,1456.44,2.42904,0,clean
-218.831,1.84922e+07,4,5,-450169,4,4,45.9782,0,-228.297,-70.2748,4,1.84908e+07,43.6913,45.0491,55.2659,3515.7,2.42904,0,clean
-218.831,1.98702e+07,4,6,826313,4,4,45.9782,0,-228.297,-70.2748,4,1.98681e+07,43.6913,45.0491,55.2659,5391.34,2.42904,0,clean
-219.196,1.78716e+07,4,0,129747,4,4,46.2957,0,-228.297,-93.64,4,1.78712e+07,43.6913,45.1184,55.6339,935.379,2.71437,0,clean
-219.196,1.87514e+07,4,1,-189326,4,4,46.2957,0,-228.297,-93.64,4,1.87508e+07,43.6913,45.1184,55.6339,1587.87,2.71437,0,clean
-219.196,1.84921e+07,4,5,-450169,4,4,46.2957,0,-228.297,-93.64,4,1.84906e+07,43.6913,45.1184,55.6339,3831.25,2.71437,0,clean
-219.196,1.98703e+07,4,6,835131,4,4,46.2957,0,-228.297,-93.64,4,1.98681e+07,43.6913,45.1184,55.6339,5876.6,2.71437,0,clean
-219.623,1.78716e+07,4,0,131156,4,4,46.2957,0,-228.297,-93.64,4,1.78712e+07,43.6913,45.0647,56.1914,1015.95,2.8901,0,clean
-219.623,1.87514e+07,4,1,-189326,4,4,46.2957,0,-228.297,-93.64,4,1.87507e+07,43.6913,45.0647,56.1914,1722.65,2.8901,0,clean
-219.623,1.8492e+07,4,5,-450169,4,4,46.2957,0,-228.297,-93.64,4,1.84904e+07,43.6913,45.0647,56.1914,4154.79,2.8901,0,clean
-219.623,1.98705e+07,4,6,843949,4,4,46.2957,0,-228.297,-93.64,4,1.98681e+07,43.6913,45.0647,56.1914,6372.51,2.8901,0,clean
-219.948,1.78716e+07,4,0,132566,4,4,46.2957,0,-228.297,-93.64,4,1.78712e+07,43.6003,44.9915,56.5463,1097.62,3.22336,0,clean
-219.948,1.87514e+07,4,1,-189326,4,4,46.2957,0,-228.297,-93.64,4,1.87507e+07,43.6003,44.9915,56.5463,1860.81,3.22336,0,clean
-219.948,1.84919e+07,4,5,-450169,4,4,46.2957,0,-228.297,-93.64,4,1.84903e+07,43.6003,44.9915,56.5463,4487.01,3.22336,0,clean
-219.948,1.98706e+07,4,6,852767,4,4,46.2957,0,-228.297,-93.64,4,1.98681e+07,43.6003,44.9915,56.5463,6885.06,3.22336,0,clean
-220.098,1.78717e+07,4,0,133977,4,4,46.2957,0,-228.297,-93.64,4,1.78712e+07,43.6003,44.9735,56.6299,1183.14,3.24424,0,clean
-220.098,1.87513e+07,4,1,-189326,4,4,46.2957,0,-228.297,-93.64,4,1.87506e+07,43.6003,44.9735,56.6299,2001.99,3.24424,0,clean
-220.098,1.84918e+07,4,5,-450169,4,4,46.2957,0,-228.297,-93.64,4,1.84901e+07,43.6003,44.9735,56.6299,4825.82,3.24424,0,clean
-220.098,1.98707e+07,4,6,861586,4,4,46.2957,0,-228.297,-93.64,4,1.98681e+07,43.6003,44.9735,56.6299,7409.42,3.24424,0,clean
-220.296,1.78717e+07,4,0,135389,4,4,46.2957,0,-228.297,-93.64,4,1.78712e+07,43.6003,44.9438,56.7903,1269.26,3.30674,0,clean
-220.296,1.87513e+07,4,1,-189326,4,4,46.2957,0,-228.297,-93.64,4,1.87505e+07,43.6003,44.9438,56.7903,2146.96,3.30674,0,clean
-220.296,1.84918e+07,4,5,-450169,4,4,46.2957,0,-228.297,-93.64,4,1.84899e+07,43.6003,44.9438,56.7903,5174.36,3.30674,0,clean
-220.296,1.98709e+07,4,6,870405,4,4,46.2957,0,-228.297,-93.64,4,1.98681e+07,43.6003,44.9438,56.7903,7946.22,3.30674,0,clean
-220.732,1.78717e+07,4,0,136802,4,4,46.2957,0,-230.315,-120.608,4,1.78712e+07,43.6003,44.96,57.6293,1358.48,3.32684,0,clean
-220.732,1.87513e+07,4,1,-189326,4,4,46.2957,0,-230.315,-120.608,4,1.87505e+07,43.6003,44.96,57.6293,2295.56,3.32684,0,clean
-220.732,1.84917e+07,4,5,-450169,4,4,46.2957,0,-230.315,-120.608,4,1.84898e+07,43.6003,44.96,57.6293,5531.32,3.32684,0,clean
-220.732,1.9871e+07,4,6,879225,4,4,46.2957,0,-230.315,-120.608,4,1.98681e+07,43.6003,44.96,57.6293,8496.44,3.32684,0,clean
-221.115,1.78717e+07,4,0,138216,4,4,46.2957,0,-230.315,-120.608,4,1.78712e+07,43.6003,44.9634,58.3262,1449.08,3.32778,0,clean
-221.115,1.87512e+07,4,1,-189326,4,4,46.2957,0,-230.315,-120.608,4,1.87504e+07,43.6003,44.9634,58.3262,2446.1,3.32778,0,clean
-221.115,1.84916e+07,4,5,-450169,4,4,46.2957,0,-230.315,-120.608,4,1.84896e+07,43.6003,44.9634,58.3262,5894.81,3.32778,0,clean
-221.115,1.98711e+07,4,6,888045,4,4,46.2957,0,-230.315,-120.608,4,1.98681e+07,43.6003,44.9634,58.3262,9057.54,3.32778,0,clean
-221.47,1.78717e+07,4,0,139631,4,4,46.2957,0,-230.315,-120.608,4,1.78712e+07,43.6003,44.9503,58.9715,1541.63,3.34326,0,clean
-221.47,1.87512e+07,4,1,-189326,4,4,46.2957,0,-230.315,-120.608,4,1.87503e+07,43.6003,44.9503,58.9715,2598.57,3.34326,0,clean
-221.47,1.84915e+07,4,5,-450169,4,4,46.2957,0,-230.315,-120.608,4,1.84894e+07,43.6003,44.9503,58.9715,6267.15,3.34326,0,clean
-221.47,1.98713e+07,4,6,896865,4,4,46.2957,0,-230.315,-120.608,4,1.98681e+07,43.6003,44.9503,58.9715,9630.71,3.34326,0,clean
-221.697,1.78718e+07,4,0,141047,4,4,46.2957,0,-230.315,-120.608,4,1.78712e+07,43.6003,44.9638,59.2564,1635.85,3.3611,0,clean
-221.697,1.87511e+07,4,1,-189326,4,4,46.2957,0,-230.315,-120.608,4,1.87502e+07,43.6003,44.9638,59.2564,2755,3.3611,0,clean
-221.697,1.84914e+07,4,5,-450169,4,4,46.2957,0,-230.315,-120.608,4,1.84892e+07,43.6003,44.9638,59.2564,6646,3.3611,0,clean
-221.697,1.98714e+07,4,6,905685,4,4,46.2957,0,-230.315,-120.608,4,1.98681e+07,43.6003,44.9638,59.2564,10213.8,3.3611,0,clean
-221.858,1.78718e+07,4,0,142464,4,4,46.2957,0,-230.315,-120.608,4,1.78712e+07,43.6003,44.9693,59.4088,1732.03,3.36424,0,clean
-221.858,1.87511e+07,4,1,-189326,4,4,46.2957,0,-230.315,-120.608,4,1.87502e+07,43.6003,44.9693,59.4088,2914.85,3.36424,0,clean
-221.858,1.84913e+07,4,5,-450169,4,4,46.2957,0,-230.315,-120.608,4,1.84891e+07,43.6003,44.9693,59.4088,7033.3,3.36424,0,clean
-221.858,1.98715e+07,4,6,914506,4,4,46.2957,0,-230.315,-120.608,4,1.98681e+07,43.6003,44.9693,59.4088,10809.3,3.36424,0,clean
-222.053,1.78718e+07,4,0,143881,4,4,46.2957,0,-230.315,-120.608,4,1.78712e+07,43.6003,44.9648,59.6501,1829.43,3.36652,0,clean
-222.053,1.87511e+07,4,1,-189326,4,4,46.2957,0,-230.315,-120.608,4,1.87501e+07,43.6003,44.9648,59.6501,3077.97,3.36652,0,clean
-222.053,1.84912e+07,4,5,-450169,4,4,46.2957,0,-230.315,-120.608,4,1.84889e+07,43.6003,44.9648,59.6501,7426.92,3.36652,0,clean
-222.053,1.98717e+07,4,6,923327,4,4,46.2957,0,-230.315,-120.608,4,1.98681e+07,43.6003,44.9648,59.6501,11415.2,3.36652,0,clean
-222.185,1.78718e+07,4,0,145300,4,4,46.2957,0,-230.315,-120.608,4,1.78712e+07,43.6003,44.9894,59.7685,1930.03,3.43877,0,clean
-222.185,1.8751e+07,4,1,-189326,4,4,46.2957,0,-230.315,-120.608,4,1.875e+07,43.6003,44.9894,59.7685,3244.44,3.43877,0,clean
-222.185,1.84911e+07,4,5,-450169,4,4,46.2957,0,-230.315,-120.608,4,1.84887e+07,43.6003,44.9894,59.7685,7828.09,3.43877,0,clean
-222.185,1.98718e+07,4,6,932149,4,4,46.2957,0,-230.315,-120.608,4,1.98681e+07,43.6003,44.9894,59.7685,12032.8,3.43877,0,clean
-222.343,1.78719e+07,4,0,146720,4,4,46.2957,0,-230.315,-120.608,4,1.78712e+07,43.6003,44.9991,59.9505,2030.25,3.45069,0,clean
-222.343,1.8751e+07,4,1,-189326,4,4,46.2957,0,-230.315,-120.608,4,1.875e+07,43.6003,44.9991,59.9505,3412.59,3.45069,0,clean
-222.343,1.84911e+07,4,5,-450169,4,4,46.2957,0,-230.315,-120.608,4,1.84885e+07,43.6003,44.9991,59.9505,8236.61,3.45069,0,clean
-222.343,1.98719e+07,4,6,940971,4,4,46.2957,0,-230.315,-120.608,4,1.98681e+07,43.6003,44.9991,59.9505,12660.6,3.45069,0,clean
-222.653,1.78719e+07,4,0,148141,4,4,46.2957,0,-231.963,-120.608,4,1.78712e+07,43.6003,44.9863,60.6929,2133.18,3.4727,0,clean
-222.653,1.8751e+07,4,1,-189326,4,4,46.2957,0,-231.963,-120.608,4,1.87499e+07,43.6003,44.9863,60.6929,3582.45,3.4727,0,clean
-222.653,1.8491e+07,4,5,-450169,4,4,46.2957,0,-231.963,-120.608,4,1.84884e+07,43.6003,44.9863,60.6929,8652.14,3.4727,0,clean
-222.653,1.98721e+07,4,6,949793,4,4,46.2957,0,-231.963,-120.608,4,1.98681e+07,43.6003,44.9863,60.6929,13300.4,3.4727,0,clean
-222.799,1.78719e+07,4,0,149562,4,4,46.2957,0,-231.963,-120.608,4,1.78712e+07,43.6003,44.9594,60.8653,2237.03,3.57504,0,clean
-222.799,1.87509e+07,4,1,-189326,4,4,46.2957,0,-231.963,-120.608,4,1.87498e+07,43.6003,44.9594,60.8653,3754.52,3.57504,0,clean
-222.799,1.84909e+07,4,5,-450169,4,4,46.2957,0,-231.963,-120.608,4,1.84882e+07,43.6003,44.9594,60.8653,9075.01,3.57504,0,clean
-222.799,1.98722e+07,4,6,958615,4,4,46.2957,0,-231.963,-120.608,4,1.98681e+07,43.6003,44.9594,60.8653,13949.5,3.57504,0,clean
-223.023,1.78719e+07,4,0,150985,4,4,46.2957,0,-231.963,-120.608,4,1.78712e+07,43.6003,44.9605,61.2984,2342.35,3.57525,0,clean
-223.023,1.87509e+07,4,1,-189326,4,4,46.2957,0,-231.963,-120.608,4,1.87498e+07,43.6003,44.9605,61.2984,3929.76,3.57525,0,clean
-223.023,1.84908e+07,4,5,-450169,4,4,46.2957,0,-231.963,-120.608,4,1.8488e+07,43.6003,44.9605,61.2984,9503.87,3.57525,0,clean
-223.023,1.98723e+07,4,6,967438,4,4,46.2957,0,-231.963,-120.608,4,1.98681e+07,43.6003,44.9605,61.2984,14609.9,3.57525,0,clean
-223.135,1.78719e+07,4,0,152408,4,4,46.2957,0,-231.963,-120.608,4,1.78712e+07,43.6003,44.9467,61.4142,2449.15,3.60491,0,clean
-223.135,1.87509e+07,4,1,-189326,4,4,46.2957,0,-231.963,-120.608,4,1.87497e+07,43.6003,44.9467,61.4142,4107.87,3.60491,0,clean
-223.135,1.84907e+07,4,5,-450169,4,4,46.2957,0,-231.963,-120.608,4,1.84878e+07,43.6003,44.9467,61.4142,9939.84,3.60491,0,clean
-223.135,1.98725e+07,4,6,976261,4,4,46.2957,0,-231.963,-120.608,4,1.98681e+07,43.6003,44.9467,61.4142,15281.4,3.60491,0,clean
-223.338,1.7872e+07,4,0,153833,4,4,46.2957,0,-231.963,-120.608,4,1.78712e+07,43.6003,44.938,61.8131,2557.67,3.6176,0,clean
-223.338,1.87508e+07,4,1,-189326,4,4,46.2957,0,-231.963,-120.608,4,1.87496e+07,43.6003,44.938,61.8131,4288.65,3.6176,0,clean
-223.338,1.84906e+07,4,5,-450169,4,4,46.2957,0,-231.963,-120.608,4,1.84877e+07,43.6003,44.938,61.8131,10382.7,3.6176,0,clean
-223.338,1.98726e+07,4,6,985085,4,4,46.2957,0,-231.963,-120.608,4,1.98681e+07,43.6003,44.938,61.8131,15961.1,3.6176,0,clean
-223.476,1.7872e+07,4,0,155259,4,4,46.2957,0,-231.963,-120.608,4,1.78712e+07,43.6003,44.9165,62.0051,2667.23,3.69735,0,clean
-223.476,1.87508e+07,4,1,-189326,4,4,46.2957,0,-231.963,-120.608,4,1.87495e+07,43.6003,44.9165,62.0051,4471.75,3.69735,0,clean
-223.476,1.84905e+07,4,5,-450169,4,4,46.2957,0,-231.963,-120.608,4,1.84875e+07,43.6003,44.9165,62.0051,10831.4,3.69735,0,clean
-223.476,1.98728e+07,4,6,993909,4,4,46.2957,0,-231.963,-120.608,4,1.98681e+07,43.6003,44.9165,62.0051,16650.6,3.69735,0,clean
-223.703,1.7872e+07,4,0,156685,4,4,46.2957,0,-231.963,-120.608,4,1.78712e+07,43.6003,44.9331,62.558,2779.1,3.74691,0,clean
-223.703,1.87508e+07,4,1,-189326,4,4,46.2957,0,-231.963,-120.608,4,1.87495e+07,43.6003,44.9331,62.558,4656.86,3.74691,0,clean
-223.703,1.84904e+07,4,5,-450169,4,4,46.2957,0,-231.963,-120.608,4,1.84873e+07,43.6003,44.9331,62.558,11286.5,3.74691,0,clean
-223.703,1.98729e+07,4,6,1.00273e+06,4,4,46.2957,0,-231.963,-120.608,4,1.98681e+07,43.6003,44.9331,62.558,17350.3,3.74691,0,clean
-223.962,1.7872e+07,4,0,158113,4,4,46.2957,0,-233.532,-120.608,4,1.78712e+07,43.6003,44.9199,63.3053,2891.87,3.77965,0,clean
-223.962,1.87507e+07,4,1,-189326,4,4,46.2957,0,-233.532,-120.608,4,1.87494e+07,43.6003,44.9199,63.3053,4845.14,3.77965,0,clean
-223.962,1.84904e+07,4,5,-450169,4,4,46.2957,0,-233.532,-120.608,4,1.84871e+07,43.6003,44.9199,63.3053,11749.2,3.77965,0,clean
-223.962,1.9873e+07,4,6,1.01156e+06,4,4,46.2957,0,-233.532,-120.608,4,1.98681e+07,43.6003,44.9199,63.3053,18057.6,3.77965,0,clean
-224.223,1.7872e+07,4,0,159541,4,4,46.2957,0,-234.145,-120.608,4,1.78712e+07,43.6003,44.9091,64.0984,3005.82,3.80213,0,clean
-224.223,1.87507e+07,4,1,-189326,4,4,46.2957,0,-234.145,-120.608,4,1.87493e+07,43.6003,44.9091,64.0984,5036.48,3.80213,0,clean
-224.223,1.84903e+07,4,5,-450169,4,4,46.2957,0,-234.145,-120.608,4,1.8487e+07,43.6003,44.9091,64.0984,12217.2,3.80213,0,clean
-224.223,1.98732e+07,4,6,1.02038e+06,4,4,46.2957,0,-234.145,-120.608,4,1.98681e+07,43.6003,44.9091,64.0984,18774.7,3.80213,0,clean
-224.482,1.78721e+07,4,0,160971,4,4,46.2957,0,-234.58,-120.608,4,1.78712e+07,43.6003,44.9112,64.9091,3122.51,3.80298,0,clean
-224.482,1.87506e+07,4,1,-189326,4,4,46.2957,0,-234.58,-120.608,4,1.87493e+07,43.6003,44.9112,64.9091,5229.49,3.80298,0,clean
-224.482,1.84902e+07,4,5,-450169,4,4,46.2957,0,-234.58,-120.608,4,1.84868e+07,43.6003,44.9112,64.9091,12691.2,3.80298,0,clean
-224.482,1.98733e+07,4,6,1.02921e+06,4,4,46.2957,0,-234.58,-120.608,4,1.98681e+07,43.6003,44.9112,64.9091,19501.9,3.80298,0,clean
-224.806,1.78721e+07,4,0,162401,4,4,46.2957,0,-237.785,-120.608,4,1.78712e+07,43.6003,44.8957,66.2258,3240.35,3.85394,0,clean
-224.806,1.87506e+07,4,1,-189326,4,4,46.2957,0,-237.785,-120.608,4,1.87492e+07,43.6003,44.8957,66.2258,5426.12,3.85394,0,clean
-224.806,1.84901e+07,4,5,-450169,4,4,46.2957,0,-237.785,-120.608,4,1.84866e+07,43.6003,44.8957,66.2258,13170.9,3.85394,0,clean
-224.806,1.98734e+07,4,6,1.03803e+06,4,4,46.2957,0,-237.785,-120.608,4,1.98681e+07,43.6003,44.8957,66.2258,20236.6,3.85394,0,clean
-225.151,1.78721e+07,4,0,163832,4,4,46.2957,0,-239.291,-120.608,4,1.78712e+07,43.6003,44.9068,67.7545,3359.86,3.88127,0,clean
-225.151,1.87506e+07,4,1,-189326,4,4,46.2957,0,-239.291,-120.608,4,1.87491e+07,43.6003,44.9068,67.7545,5625.19,3.88127,0,clean
-225.151,1.849e+07,4,5,-450169,4,4,46.2957,0,-239.291,-120.608,4,1.84864e+07,43.6003,44.9068,67.7545,13656.6,3.88127,0,clean
-225.151,1.98736e+07,4,6,1.04686e+06,4,4,46.2957,0,-239.291,-120.608,4,1.98681e+07,43.6003,44.9068,67.7545,20980.1,3.88127,0,clean
-225.422,1.78721e+07,4,0,165265,4,4,46.2957,0,-239.291,-120.608,4,1.78712e+07,43.6003,44.8949,68.7272,3481.6,3.91431,0,clean
