min-dop,var-dop,min-n.valid-sat,min-ps,min-snr,var-valid-sat,var-snr,var-ps,max-n.valid-sat-changed,av-valid-sat,av-ps,av-dop,max-snr,max-cp,max-n.valid-sat,snr-av,min-hight,maxAmplitude,class
58.1544,1.84437e+07,6.28571,5,-450169,7,4,46.2957,0,-246.068,-120.608,4,1.83951e+07,41.5506,43.5631,2401.34,690548,18.9752,21.9089,clean
77.8425,1.99736e+07,6.50104,6,5.4595e+06,7,6,49.6349,0,18.3144,-37.6512,6,1.99088e+07,37.2822,46.1478,464.729,826413,32.6695,10.9658,spoofed
-22.1725,1.98892e+07,5.24528,6,2.08184e+06,6,4,46.9448,0,-246.069,-120.532,4,1.98681e+07,42.7054,44.1773,2033.29,154876,9.10315,12.2243,spoofed
85.1824,2.05501e+07,5.96586,3,-424200,7,4,45.0553,0,-58.6401,-61.5326,4,2.04885e+07,35.1891,42.1756,3882.35,945911,26.3987,18.3079,spoofed
51.0748,1.75654e+07,6.02552,3,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.7961,43.7794,2379.1,1.46651e+08,15.758,19.2541,clean
-44.9531,1.84821e+07,5.09774,5,-450169,6,4,46.2957,0,-246.068,-120.608,4,1.84708e+07,42.5506,44.2946,1926.53,76492.2,8.02696,11.4773,clean
125.044,1.63076e+07,5.8268,5,0,7,4,45.0553,0,-1.14159,-61.5326,4,0,35.1891,42.462,3508.78,1.34941e+08,21.321,16.1695,spoofed
48.7015,1.82806e+07,6.49275,2,1.84527e+06,7,4,46.2957,0,-246.068,-120.608,4,0,41.5122,43.3638,2456.41,1.47029e+08,22.2462,23.8108,clean
53.7547,1.87309e+07,6.43396,3,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.5122,43.4311,2417.73,1.5134e+08,21.0728,23.2866,clean
135.627,1.80442e+07,5.81081,0,811573,7,4,45.0553,0,9.06262,-61.5326,4,1.80339e+07,35.1891,42.5135,3423.72,131210,20.7573,16.1279,spoofed
57.5407,1.84484e+07,6.21053,5,-450169,7,4,46.2957,0,-246.068,-120.608,4,1.84042e+07,41.5506,43.6119,2400.58,596487,18.379,21.176,clean
29.2502,1.6012e+07,5.69159,2,711473,7,4,46.2957,0,-246.068,-120.608,4,0,41.8507,44.0448,2247.56,1.37548e+08,11.8643,15.1811,clean
37.7543,1.63369e+07,5.80682,2,773488,7,4,46.2957,0,-246.068,-120.608,4,0,41.8507,43.9386,2305.59,1.3894e+08,13.7249,16.6992,clean
73.2504,1.99891e+07,6.59664,6,6.48586e+06,7,6,49.6349,0,18.3144,-37.6512,6,1.99088e+07,37.2822,46.2181,527.355,1.13861e+06,33.4085,11.9663,spoofed
20.4805,1.61352e+07,5.58042,3,0,6,4,46.2957,0,-246.068,-120.608,4,0,42.5506,44.1231,2190.59,1.40598e+08,10.5674,13.7714,clean
-78.6764,1.84843e+07,4.88889,5,-450246,6,4,46.9448,0,-246.069,-120.532,4,1.84751e+07,42.9245,44.3836,1748.63,56061.8,7.71149,10.328,spoofed
58.1522,1.76485e+07,6.27083,2,1.24992e+06,7,4,46.2957,0,-246.068,-120.608,4,0,41.5506,43.5762,2401.32,1.44434e+08,18.8264,21.7658,clean
50.2383,1.7881e+07,6.00943,0,781447,7,4,46.2957,0,-246.068,-120.608,4,1.78712e+07,41.7961,43.7896,2375.25,121756,15.6608,19.0778,clean
97.4822,1.80492e+07,5.94173,0,1.17741e+06,7,4,45.0553,0,-29.1653,-61.5326,4,1.80339e+07,35.1891,42.2423,3741.13,237558,25.4,17.9121,spoofed
64.0628,1.79173e+07,6.66851,0,1.50607e+06,7,6,49.6349,0,-1.9267,-37.6512,6,1.78985e+07,37.2822,46.271,758.013,313177,34.0988,12.6666,spoofed
107.849,1.97122e+07,6,2,330417,6,6,45.0401,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.7974,40.1077,7853.73,4.04646,0,spoofed
-225.697,1.78722e+07,4,0,166698,4,4,46.2957,0,-239.291,-120.608,4,1.78712e+07,43.6003,44.9006,69.7596,3604.17,3.92213,0,clean
101.019,1.67157e+07,5.86486,5,0,7,4,45.0553,0,-29.1653,-61.5326,4,0,35.1891,42.3538,3726.24,1.36587e+08,22.9265,16.407,spoofed
78.7294,2.04412e+07,6.05512,3,-768661,7,6,49.6349,0,18.3144,-37.6512,6,2.04191e+07,37.2822,45.6473,437.573,205042,29.3097,3.63708,spoofed
54.645,7.87037e+06,6.10828,4,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.5506,43.7003,2392.9,2.26239e+08,17.0407,20.1365,clean
80.6762,7.39375e+06,6.34066,4,0,7,6,49.6349,0,18.3144,-37.6512,6,0,37.2822,45.9778,450.498,1.9625e+08,31.5567,9.04203,spoofed
59.9459,1.8749e+07,6.68912,1,-315337,7,6,49.6349,0,-11.402,-37.6512,6,1.87287e+07,37.2822,46.2697,879.108,350683,34.3002,12.8603,spoofed
111.182,2.04606e+07,6,3,-768661,6,6,44.7823,0,96.6564,-28.802,6,2.04578e+07,42.4844,43.7972,23.4732,9658.48,3.32362,0,spoofed
79.1558,2.04274e+07,6.41748,3,-768661,7,6,49.6349,0,18.3144,-37.6512,6,2.03917e+07,37.2822,46.0552,458.669,421132,32.0522,10.0097,spoofed
15.1296,1.87433e+07,5.52569,1,-189326,6,4,46.2957,0,-246.068,-120.608,4,1.87349e+07,42.5506,44.1214,2176.1,79080.8,10.1335,13.5308,clean
65.3907,1.79169e+07,6.66102,0,1.47174e+06,7,6,49.6349,0,6.67469,-37.6512,6,1.78985e+07,37.2822,46.2621,719.669,301735,34.0273,12.5954,spoofed
57.823,1.87316e+07,6.33014,1,-189326,7,4,46.2957,0,-246.068,-120.608,4,1.87133e+07,41.5122,43.5237,2401.77,281140,19.6831,22.3307,clean
48.7713,1.74429e+07,5.98305,3,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.7961,43.8082,2368.01,1.46145e+08,15.4417,18.7851,clean
-217.131,1.98697e+07,4,6,791096,4,4,46.9448,0,-226.612,-58.943,4,1.98681e+07,44.2485,45.2825,53.5195,3600.27,2.82525,0,spoofed
59.6841,1.97342e+07,6.69032,2,1.87398e+06,7,6,49.6349,0,-11.402,-37.6512,6,1.97106e+07,37.2822,46.271,886.846,404754,34.3052,12.8716,spoofed
77.8596,1.87572e+07,6.5,1,-315337,7,6,49.6349,0,18.3144,-37.6512,6,1.87432e+07,37.2822,46.1471,464.657,184830,32.6676,10.9545,spoofed
57.6845,1.87342e+07,6.21933,1,-189326,7,4,46.2957,0,-246.068,-120.608,4,1.8718e+07,41.5506,43.6046,2400.8,228653,18.456,21.2631,clean
111.309,1.97114e+07,6,2,273634,6,6,44.7823,0,96.6564,-28.802,6,1.97106e+07,42.4844,43.8319,23.108,2737.88,3.12655,0,spoofed
80.7032,1.84834e+07,6.16955,5,-759061,7,6,49.6349,0,18.3144,-37.6512,6,1.84593e+07,37.2822,45.7221,447.423,239558,29.6843,6.37903,spoofed
58.1477,1.99451e+07,6.26829,6,5.78818e+06,7,4,46.2957,0,-246.068,-120.608,4,1.98681e+07,41.5506,43.5785,2401.31,1.07048e+06,18.7891,21.7413,clean
157.587,1.56081e+07,5.77358,5,0,7,4,45.0553,0,23.6792,-61.5326,4,0,35.1891,42.6248,3260.46,1.32049e+08,19.6066,16.0306,spoofed
44.5299,1.84607e+07,5.90909,5,-450169,7,4,46.2957,0,-246.068,-120.608,4,1.84283e+07,41.8507,43.8632,2346.22,370745,14.7352,17.9393,clean
-224.482,1.84902e+07,4,5,-450169,4,4,46.2957,0,-234.58,-120.608,4,1.84868e+07,43.6003,44.9112,64.9091,12691.2,3.80298,0,clean
79.6895,1.7908e+07,6.38931,0,843920,7,6,49.6349,0,18.3144,-37.6512,6,1.78985e+07,37.2822,46.029,455.963,114792,31.8802,9.66618,spoofed
-217.14,1.78715e+07,4,0,122716,4,4,45.9782,0,-226.64,-58.6068,4,1.78712e+07,43.6913,45.0934,53.5157,572.385,2.3587,0,clean
56.9045,1.85436e+07,6.36747,3,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.5122,43.4932,2403.93,1.50605e+08,20.2098,22.679,clean
60.5496,2.00123e+07,6.68627,6,8.02344e+06,7,6,49.6349,0,-10.1652,-37.6512,6,1.99088e+07,37.2822,46.2707,861.407,1.66265e+06,34.2917,12.8338,spoofed
-161.297,4.08749e+06,4.4,3,0,6,4,46.2957,0,-246.068,-120.608,4,0,42.909,44.6103,1175.44,7.07975e+07,5.92526,6.9282,clean
42.8551,4.3822e+06,5.88298,4,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.8507,43.8831,2336.58,1.68826e+08,14.4765,17.631,clean
73.3094,2.04116e+07,6.59596,3,-768661,7,6,49.6349,0,18.3144,-37.6512,6,2.03598e+07,37.2822,46.2187,526.191,728587,33.4064,11.9595,spoofed
-1.41209,1.98943e+07,5.39086,6,2.4189e+06,6,4,46.2957,0,-246.068,-120.608,4,1.98681e+07,42.5506,44.1526,2119,213767,9.4031,12.9191,clean
40.2513,1.84625e+07,5.84298,5,-450169,7,4,46.2957,0,-246.068,-120.608,4,1.84319e+07,41.8507,43.9153,2321.28,339905,14.0307,17.1479,clean
47.8792,1.99812e+07,6.5,6,8.1912e+06,7,4,46.2957,0,-246.068,-120.608,4,1.98681e+07,41.5122,43.3538,2464.39,1.90386e+06,22.4422,23.8747,clean
272.397,1.80376e+07,5.50296,0,347076,7,4,45.0553,0,77.5001,-61.5326,4,1.80339e+07,42.0531,43.4377,2545.81,28251.3,8.49131,15.3052,spoofed
76.8766,1.87561e+07,6.53578,1,-315337,7,6,49.6349,0,18.3144,-37.6512,6,1.87412e+07,37.2822,46.1909,472.268,204625,33.0129,11.3397,spoofed
16.4998,1.7877e+07,5.53846,0,498963,6,4,46.2957,0,-246.068,-120.608,4,1.78712e+07,42.5506,44.1179,2180.16,55531.2,10.1998,13.5873,clean
21.5372,1.5687e+07,5.59322,2,660196,6,4,46.2957,0,-246.068,-120.608,4,0,42.5506,44.1175,2193.01,1.36142e+08,10.6408,13.827,clean
-4.91385,1.87455e+07,5.36508,1,-189326,6,4,46.2957,0,-246.068,-120.608,4,1.87391e+07,42.5506,44.1592,2105.49,51825.6,9.32968,12.7988,clean
26.3773,1.87375e+07,5.72222,1,-189302,6,4,46.9448,0,-246.069,-120.532,4,1.87241e+07,39.5258,42.832,2203.16,167973,29.2472,14.3759,spoofed
80.3158,1.84763e+07,6.35829,5,-759061,7,6,49.6349,0,18.3144,-37.6512,6,1.84454e+07,37.2822,45.9971,452.523,349712,31.6708,9.27304,spoofed
25.5523,1.71502e+07,5.74138,2,1.00552e+06,6,4,46.9448,0,-246.069,-120.532,4,0,39.5094,42.7116,2204.46,1.42368e+08,30.9807,14.4556,spoofed
53.2285,1.84302e+07,6.44223,5,-450169,7,4,46.2957,0,-246.068,-120.608,4,1.83688e+07,41.5122,43.4239,2420.67,989741,21.1604,23.361,clean
14.1109,1.8731e+07,5.81567,1,-189302,6,4,46.9448,0,-246.069,-120.532,4,1.87123e+07,39.5094,42.4236,2261.72,292983,33.9778,14.7608,spoofed
62.4477,1.46877e+07,6.67699,4,0,7,6,49.6349,0,-3.41136,-37.6512,6,0,37.2822,46.2716,805.35,2.76548e+08,34.2199,12.7466,spoofed
55.4707,1.86474e+07,6.40426,3,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.5122,43.4577,2408.95,1.51013e+08,20.7406,23.0171,clean
65.8579,1.79167e+07,6.65812,0,1.45893e+06,7,6,49.6349,0,6.67469,-37.6512,6,1.78985e+07,37.2822,46.2579,706.986,297495,33.9895,12.5678,spoofed
-220.732,1.78717e+07,4,0,136802,4,4,46.2957,0,-230.315,-120.608,4,1.78712e+07,43.6003,44.96,57.6293,1358.48,3.32684,0,clean
-1.41209,1.78756e+07,5.39086,0,397384,6,4,46.2957,0,-246.068,-120.608,4,1.78712e+07,42.5506,44.1526,2119,35882.5,9.4031,12.9191,clean
24.8947,1.78569e+07,5.75052,3,0,6,4,46.9448,0,-246.069,-120.532,4,0,39.5094,42.655,2205.83,1.47848e+08,31.7268,14.4935,spoofed
53.0847,1.84551e+07,6.06874,5,-450169,7,4,46.2957,0,-246.068,-120.608,4,1.84174e+07,41.5506,43.7406,2387.38,468058,16.4428,19.7198,clean
77.8596,1.79104e+07,6.5,0,1.00963e+06,7,6,49.6349,0,18.3144,-37.6512,6,1.78985e+07,37.2822,46.1471,464.657,159396,32.6676,10.9545,spoofed
81.2286,6.10857e+06,6.28144,4,0,7,6,49.6349,0,18.3144,-37.6512,6,0,37.2822,45.8822,448.795,1.78383e+08,30.8288,8.21857,spoofed
45.9907,1.99848e+07,6.51557,6,8.43625e+06,7,4,46.2957,0,-246.068,-120.608,4,1.98681e+07,41.5122,43.3392,2483.92,1.9973e+06,22.6783,24.0112,clean
54.8522,1.99316e+07,6.11392,6,4.89018e+06,7,4,46.2957,0,-246.068,-120.608,4,1.98681e+07,41.5506,43.6985,2393.57,801867,17.0547,20.1952,clean
-221.858,1.87511e+07,4,1,-189326,4,4,46.2957,0,-230.315,-120.608,4,1.87502e+07,43.6003,44.9693,59.4088,2914.85,3.36424,0,clean
-15.5555,1.87461e+07,5.28994,1,-189326,6,4,46.2957,0,-246.068,-120.608,4,1.87404e+07,42.5506,44.1918,2062.06,44034,8.98125,12.4416,clean
57.3068,1.80623e+07,6.19847,3,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.5506,43.6136,2400.16,1.48682e+08,18.3525,21.0561,clean
-42.7833,1.9886e+07,5.11111,6,1.86913e+06,6,4,46.2957,0,-246.068,-120.608,4,1.98681e+07,42.5506,44.2888,1937.47,121107,8.09188,11.547,clean
-28.066,1.18651e+07,5.2053,2,388362,6,4,46.2957,0,-246.068,-120.608,4,0,42.5506,44.251,2007.49,1.1839e+08,8.43508,12.0265,clean
44.8662,1.72457e+07,5.91473,3,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.8507,43.8587,2348.02,1.45324e+08,14.7883,18.0052,clean
57.0242,1.85327e+07,6.36364,3,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.5122,43.4945,2403.58,1.50563e+08,20.1598,22.6435,clean
41.285,1.87395e+07,5.8587,1,-189326,7,4,46.2957,0,-246.068,-120.608,4,1.87277e+07,41.8507,43.8993,2327.42,134961,14.2908,17.3393,clean
56.9266,1.99368e+07,6.18129,6,5.24004e+06,7,4,46.2957,0,-246.068,-120.608,4,1.98681e+07,41.5506,43.635,2399.39,903472,17.9934,20.884,clean
17.1386,1.99504e+07,5.80424,6,6.13926e+06,6,4,46.9448,0,-246.069,-120.532,4,1.98681e+07,39.5094,42.4444,2240.15,1.18461e+06,33.6797,14.7142,spoofed
184.544,1.80406e+07,5.72,0,559195,7,4,45.0553,0,47.183,-61.5326,4,1.80339e+07,35.1891,42.8023,3080.14,69658.8,17.9182,15.8896,spoofed
7.52802,1.84745e+07,5.45946,5,-450169,6,4,46.2957,0,-246.068,-120.608,4,1.84556e+07,42.5506,44.1263,2151.81,164035,9.73102,13.2339,clean
324.929,9.16247e+06,4.98305,5,0,6,4,45.0553,0,95.7235,-61.5326,4,0,42.297,43.6707,2305.57,1.01231e+08,5.86167,10.8612,spoofed
-223.959,1.7872e+07,4,0,158106,4,4,46.9448,0,-233.536,-120.532,4,1.78712e+07,43.56,44.8985,63.3182,2891.85,4.55368,0,spoofed
57.5029,1.84484e+07,6.20904,5,-450169,7,4,46.2957,0,-246.068,-120.608,4,1.84043e+07,41.5506,43.6116,2400.5,594846,18.3783,21.1612,clean
70.9459,1.71506e+07,5.96911,5,0,7,4,45.0553,0,-79.6117,-61.5326,4,0,35.1891,42.1397,4070.94,1.38298e+08,26.9963,18.3101,spoofed
10.8685,1.84735e+07,5.48718,5,-450169,6,4,46.2957,0,-246.068,-120.608,4,1.84536e+07,42.5506,44.1203,2163.03,177379,9.84352,13.3589,clean
91.9938,1.80501e+07,5.96413,0,1.24626e+06,7,4,45.0553,0,-51.3172,-61.5326,4,1.80339e+07,35.1891,42.2,3798.66,259422,26.0484,18.3068,spoofed
-18.0504,1.87463e+07,5.27273,1,-189326,6,4,46.2957,0,-246.068,-120.608,4,1.87406e+07,42.5506,44.1951,2051.5,42520.6,8.87481,12.3583,clean
123.015,1.7658e+07,5.82961,6,5.01441e+06,7,4,45.0553,0,-11.4177,-61.5326,4,0,35.1891,42.4541,3526.34,1.45949e+08,21.407,16.1768,spoofed
68.2331,2.04049e+07,6.64232,3,-768661,7,6,49.6349,0,17.5127,-37.6512,6,2.03463e+07,37.2822,46.2547,643.171,875225,33.89,12.416,spoofed
10.5507,1.87298e+07,5.82709,1,-189302,6,4,46.9448,0,-246.069,-120.532,4,1.87102e+07,39.5094,42.4057,2291.24,318790,34.3375,14.8071,spoofed
19.8469,1.99056e+07,5.57295,6,3.16579e+06,6,4,46.9448,0,-246.069,-120.532,4,1.98681e+07,41.2598,43.6603,2189.65,364650,15.234,13.7388,spoofed
67.3844,2.0542e+07,5.96985,3,-424200,7,4,45.0553,0,-91.048,-61.5326,4,2.04722e+07,35.1891,42.1293,4121.4,1.13917e+06,27.1037,18.3106,spoofed
57.3068,1.8449e+07,6.19847,5,-450169,7,4,46.2957,0,-246.068,-120.608,4,1.84055e+07,41.5506,43.6136,2400.16,583392,18.3525,21.0561,clean
96.0502,1.87673e+07,6,1,-315337,6,6,49.6349,0,69.8991,-37.6512,6,1.87623e+07,37.2822,45.6288,150.858,36570.4,27.4264,0,spoofed
85.7885,2.04456e+07,6,3,-768661,6,6,49.6349,0,39.1055,-37.6512,6,2.04278e+07,37.2822,45.7493,299.387,147881,28.7006,0,spoofed
-120.781,6.50247e+06,4.63636,3,0,6,4,46.2957,0,-246.068,-120.608,4,0,42.909,44.501,1488.35,8.92927e+07,6.53632,8.73863,clean
57.7055,1.99529e+07,6.33544,6,6.3104e+06,7,4,46.2957,0,-246.068,-120.608,4,1.98681e+07,41.5122,43.5172,2402.01,1.23803e+06,19.7903,22.3805,clean
53.2585,1.99287e+07,6.07285,6,4.70199e+06,7,4,46.2957,0,-246.068,-120.608,4,1.98681e+07,41.5506,43.7367,2388.03,748889,16.4948,19.7635,clean
36.5563,2.93663e+06,5.78963,4,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.8507,43.9532,2297.97,1.38206e+08,13.4683,16.4816,clean
-78.6785,1.84843e+07,4.88889,5,-450169,6,4,46.2957,0,-246.068,-120.608,4,1.84751e+07,42.909,44.4149,1748.62,56061.8,7.09535,10.328,clean
76.0906,1.7912e+07,6.5539,0,1.12238e+06,7,6,49.6349,0,18.3144,-37.6512,6,1.78985e+07,37.2822,46.2053,480.987,192036,33.1274,11.5298,spoofed
196.732,1.89052e+07,5.69343,1,-176690,7,4,45.0553,0,53.101,-61.5326,4,1.88962e+07,35.1891,42.881,3002.81,88731,17.2489,15.8192,spoofed
2.03819,1.87272e+07,5.84713,1,-189302,6,4,46.9448,0,-246.069,-120.532,4,1.87058e+07,39.5094,42.3401,2385.41,374164,35.1118,14.8881,spoofed
57.5058,1.78613e+07,6.34579,2,1.39978e+06,7,4,46.2957,0,-246.068,-120.608,4,0,41.5122,43.5104,2402.38,1.4531e+08,19.9395,22.4774,clean
50.6944,1.87268e+07,6.47302,1,-189326,7,4,46.2957,0,-246.068,-120.608,4,1.87049e+07,41.5122,43.3916,2438.95,385078,21.6874,23.6362,clean
533.409,1.89126e+07,4,1,-176690,4,4,44.8907,0,409.27,-61.5326,4,1.89105e+07,42.297,43.5738,140.247,9338.33,4.54313,0,spoofed
53.2585,1.7088e+07,6.07285,2,982151,7,4,46.2957,0,-246.068,-120.608,4,0,41.5506,43.7367,2388.03,1.42108e+08,16.4948,19.7635,clean
50.0834,1.78914e+07,6.47955,0,1.54298e+06,7,4,46.2957,0,-246.068,-120.608,4,1.78712e+07,41.5122,43.3825,2443.91,357396,21.8632,23.6941,clean
39.5746,1.87398e+07,5.83333,1,-189326,7,4,46.2957,0,-246.068,-120.608,4,1.87282e+07,41.8507,43.9228,2316.98,130840,13.941,17.0294,clean
57.6208,1.78839e+07,6.21495,0,987464,7,4,46.2957,0,-246.068,-120.608,4,1.78712e+07,41.5506,43.6078,2400.71,178456,18.4273,21.2198,clean
15.9483,1.78865e+07,5.80892,0,1.16929e+06,6,4,46.9448,0,-246.069,-120.532,4,1.78712e+07,39.5094,42.4239,2248.32,235729,33.892,14.7333,spoofed
79.5447,1.79047e+07,6.09434,0,607057,7,6,49.6349,0,18.3144,-37.6512,6,1.78985e+07,37.2822,45.6647,442.232,60268.9,29.4042,4.75831,spoofed
144.966,2.05758e+07,5.79562,3,-424200,7,4,45.0553,0,19.0913,-61.5326,4,2.05398e+07,35.1891,42.5473,3352.43,423468,20.4207,16.0883,spoofed
-6.80282,1.78753e+07,5.35135,0,378472,6,4,46.2957,0,-246.068,-120.608,4,1.78712e+07,42.5506,44.1669,2098.06,32527.1,9.27783,12.7343,clean
64.3207,1.97323e+07,6.66713,2,1.7407e+06,7,6,49.6349,0,-1.9267,-37.6512,6,1.97106e+07,37.2822,46.2706,750.338,359208,34.0969,12.6535,spoofed
57.4128,1.99388e+07,6.20455,6,5.37473e+06,7,4,46.2957,0,-246.068,-120.608,4,1.98681e+07,41.5506,43.6132,2400.33,943641,18.3713,21.1166,clean
10.8685,1.51867e+07,5.48718,3,0,6,4,46.2957,0,-246.068,-120.608,4,0,42.5506,44.1203,2163.03,1.36418e+08,9.84352,13.3589,clean
74.0406,2.04127e+07,6.58692,3,-768661,7,6,49.6349,0,18.3144,-37.6512,6,2.03621e+07,37.2822,46.2111,512.473,704743,33.3056,11.8685,spoofed
77.655,1.10937e+07,6.5112,4,0,7,6,49.6349,0,18.3144,-37.6512,6,0,37.2822,46.1625,465.693,2.40374e+08,32.7708,11.0765,spoofed
55.4329,1.78825e+07,6.13043,0,889460,7,4,46.2957,0,-246.068,-120.608,4,1.78712e+07,41.5506,43.6856,2395.39,150712,17.2439,20.3662,clean
46.7491,1.4075e+07,6.50935,4,0,7,4,46.2957,0,-246.068,-120.608,4,0,41.5122,43.3454,2476.06,3.02488e+08,22.5928,23.9567,clean
58.1656,1.87326e+07,6.29054,1,-189326,7,4,46.2957,0,-246.068,-120.608,4,1.87151e+07,41.5506,43.5584,2401.35,260282,19.0479,21.9551,clean
70.0036,2.0407e+07,6.62848,3,-768661,7,6,49.6349,0,18.3144,-37.6512,6,2.03507e+07,37.2822,46.2348,599.234,826625,33.6958,12.2815,spoofed
-63.2961,1.84834e+07,4.98305,5,-450169,6,4,46.2957,0,-246.068,-120.608,4,1.84733e+07,42.909,44.3539,1832.87,63985.9,7.58316,10.8612,clean
80.3158,1.79075e+07,6.35829,0,807884,7,6,49.6349,0,18.3144,-37.6512,6,1.78985e+07,37.2822,45.9971,452.523,105808,31.6708,9.27304,spoofed
267.066,1.89086e+07,5.51724,1,-176690,7,4,45.0553,0,77.5001,-61.5326,4,1.89027e+07,42.0531,43.4418,2578.47,45946.9,8.50434,15.3443,spoofed
157.92,2.05794e+07,5.77297,3,-424200,7,4,45.0553,0,23.6792,-61.5326,4,2.0547e+07,35.1891,42.6255,3258.13,361791,19.6049,16.029,spoofed
79.949,1.84754e+07,6.37662,5,-759061,7,6,49.6349,0,18.3144,-37.6512,6,1.84436e+07,37.2822,46.0199,454.529,364883,31.8123,9.50735,spoofed
18.5206,1.53478e+07,5.55882,2,615396,6,4,46.2957,0,-246.068,-120.608,4,0,42.5506,44.1253,2185.69,1.3466e+08,10.3675,13.6769,clean
78.119,1.79043e+07,6.02834,0,575002,7,6,49.6349,0,18.3144,-37.6512,6,1.78985e+07,37.2822,45.6507,433.724,53786.9,29.2842,2.60799,spoofed
47.8792,1.78923e+07,6.5,0,1.61527e+06,7,4,46.2957,0,-246.068,-120.608,4,1.78712e+07,41.5122,43.3538,2464.39,383002,22.4422,23.8747,clean
86.7819,1.80508e+07,5.96547,0,1.29966e+06,7,4,45.0553,0,-57.7431,-61.5326,4,1.80339e+07,35.1891,42.1778,3862.17,276745,26.3634,18.3077,spoofed
