min-dop,var-dop,min-n.valid-sat,min-ps,min-snr,var-valid-sat,var-snr,var-ps,max-n.valid-sat-changed,av-valid-sat,av-ps,av-dop,max-snr,max-cp,max-n.valid-sat,snr-av,min-hight,maxAmplitude,class
8.21913,1.9965e+07,5.83333,6,7.10465e+06,6,4,46.9448,0,-246.069,-120.532,4,1.98681e+07,39.5094,42.3912,2314.09,1.51085e+06,34.4889,14.8324,spoofed
14.0263,1.789e+07,5.81595,2,1.42289e+06,6,4,46.9448,0,-246.069,-120.532,4,0,39.5094,42.4233,2262.4,1.45428e+08,33.9784,14.7619,spoofed
48.4963,1.87258e+07,6.49458,1,-189178,7,4,46.8004,0,-246.068,-120.097,4,1.87034e+07,41.4168,43.3652,2458.32,406187,22.2523,23.827,clean
92.5932,2.05534e+07,5.96396,3,-424200,7,4,45.0553,0,-51.3172,-61.5326,4,2.0495e+07,35.1891,42.2021,3791.63,872386,26.0249,18.3067,spoofed
-3.10186,1.35683e+07,5.37824,2,465477,6,4,46.8004,0,-246.068,-120.097,4,0,42.6873,44.1341,2112.55,1.26606e+08,9.51919,12.8603,clean
289.491,1.80372e+07,5.44156,0,323849,7,4,45.0553,0,95.7235,-61.5326,4,1.80339e+07,42.0531,43.4537,2441.42,24462.9,8.16158,15.0324,spoofed
57.7495,1.78864e+07,6.33333,0,1.17324e+06,7,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,41.4168,43.5034,2401.88,234481,19.9851,22.3607,clean
57.9485,1.78844e+07,6.24188,0,1.02387e+06,7,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,41.4512,43.5762,2401.07,189109,18.8233,21.4846,clean
16.8299,1.51645e+07,5.54023,2,594191,6,4,46.9448,0,-246.069,-120.532,4,0,41.7715,43.7664,2181.93,1.33853e+08,13.5769,13.5951,spoofed
65.3093,1.97319e+07,6.6615,2,1.71147e+06,7,6,49.6349,0,6.67469,-37.6512,6,1.97106e+07,37.2822,46.2639,721.972,349420,34.0513,12.6,spoofed
57.1149,9.12271e+06,6.18919,4,0,7,4,46.8004,0,-246.068,-120.097,4,0,41.4512,43.6123,2399.75,2.43569e+08,18.393,20.9633,clean
-1.82328,1.41737e+07,5.38776,3,0,6,4,46.8004,0,-246.068,-120.097,4,0,42.6873,44.1276,2117.42,1.31801e+08,9.54859,12.9047,clean
280.518,1.26305e+07,5.48148,6,2.06188e+06,7,4,45.0553,0,79.6165,-61.5326,4,0,42.0531,43.4362,2494.6,1.23298e+08,8.37014,15.2461,spoofed
79.0268,1.87639e+07,6.06977,1,-315337,7,6,49.6349,0,18.3144,-37.6512,6,1.87557e+07,37.2822,45.6495,439.243,78286.7,29.3351,4.09197,spoofed
110.733,1.88967e+07,5.84587,1,-176690,7,4,45.0553,0,-16.6751,-61.5326,4,1.88802e+07,35.1891,42.4105,3635.38,232779,22.0837,16.2189,spoofed
42.6626,1.84615e+07,5.88,5,-449967,7,4,46.8004,0,-246.068,-120.097,4,1.843e+07,41.8223,43.8554,2335.42,356624,14.9585,17.5955,clean
147.036,1.80432e+07,5.79208,0,739449,7,4,45.0553,0,19.0913,-61.5326,4,1.80339e+07,35.1891,42.5603,3337.22,112489,20.2853,16.079,spoofed
240.221,2.0594e+07,5.58824,3,-424200,7,4,45.0553,0,70.2437,-61.5326,4,2.05761e+07,35.1891,43.2231,2739.1,148227,13.7316,15.5374,spoofed
49.561,1.99778e+07,6.48466,6,7.96417e+06,7,4,46.8004,0,-246.068,-120.097,4,1.98681e+07,41.4168,43.3766,2448.48,1.81873e+06,22.0343,23.7394,clean
37.9864,1.78793e+07,5.8102,0,655892,7,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,41.8223,43.9052,2307.01,90484,14.3324,16.7417,clean
51.5974,1.8812e+07,6.46292,3,0,7,4,46.8004,0,-246.068,-120.097,4,0,41.4168,43.4004,2431.87,1.51654e+08,21.628,23.5462,clean
58.0342,1.75969e+07,6.25267,2,1.21865e+06,7,4,46.8004,0,-246.068,-120.097,4,0,41.4512,43.5738,2401.16,1.44221e+08,18.8554,21.5898,clean
178.202,1.50766e+07,5.73333,5,0,7,4,45.0553,0,40.9808,-61.5326,4,0,35.1891,42.749,3121.06,1.29797e+08,18.4917,15.9248,spoofed
25.2473,1.78036e+07,5.74522,3,0,6,4,46.9448,0,-246.069,-120.532,4,0,39.5094,42.6872,2205.16,1.4763e+08,31.3272,14.4716,spoofed
17.3813,1.84708e+07,5.54717,5,-449967,6,4,46.8004,0,-246.068,-120.097,4,1.84484e+07,42.6873,44.0907,2182.58,213339,10.3638,13.6257,clean
40.0263,1.99165e+07,5.83978,6,3.88773e+06,7,4,46.8004,0,-246.068,-120.097,4,1.98681e+07,41.8223,43.8841,2319.81,534090,14.5818,17.1087,clean
71.6139,2.04091e+07,6.61415,3,-768661,7,6,49.6349,0,18.3144,-37.6512,6,2.03549e+07,37.2822,46.2306,561.519,780855,33.5277,12.1407,spoofed
47.5364,1.39763e+07,6.50296,4,0,7,4,46.8004,0,-246.068,-120.097,4,0,41.4168,43.3528,2467.73,3.01427e+08,22.516,23.9007,clean
-64.7275,9.95491e+06,4.97436,3,0,6,4,46.8004,0,-246.068,-120.097,4,0,42.9723,44.3247,1825.08,1.10476e+08,8.07726,10.8131,clean
22.4106,1.87417e+07,5.60265,1,-189302,6,4,46.9448,0,-246.069,-120.532,4,1.87318e+07,40.8348,43.5482,2195.82,101942,17.0613,13.8679,spoofed
45.9899,1.84209e+07,6.51557,5,-449967,7,4,46.8004,0,-246.068,-120.097,4,1.8351e+07,41.4168,43.3435,2483.88,1.21335e+06,22.6829,24.0112,clean
24.6145,1.84654e+07,5.63526,5,-450246,6,4,46.9448,0,-246.069,-120.532,4,1.84377e+07,40.8348,43.3959,2200.02,293819,19.5873,14.0082,spoofed
-1.20465,1.8878e+07,5.8533,3,0,6,4,46.9448,0,-246.069,-120.532,4,0,39.5094,42.3252,2428.12,1.51909e+08,35.333,14.913,spoofed
-2.19233,1.82808e+07,5.85507,2,1.8453e+06,6,4,46.9448,0,-246.069,-120.532,4,0,39.5094,42.3206,2441.74,1.4703e+08,35.3912,14.9201,spoofed
95.1201,1.9864e+07,5.9633,2,1.42011e+06,7,4,45.0553,0,-44.7386,-61.5326,4,1.98454e+07,35.1891,42.2117,3760.92,291015,25.9363,18.3063,spoofed
58.1627,1.84445e+07,6.27461,5,-449967,7,4,46.8004,0,-246.068,-120.097,4,1.83966e+07,41.4512,43.5558,2401.28,675157,19.0937,21.8022,clean
193.856,1.57741e+07,5.7,6,3.11045e+06,7,4,45.0553,0,53.101,-61.5326,4,0,35.1891,42.8617,3020.39,1.37844e+08,17.4159,15.8367,spoofed
-120.779,1.98797e+07,4.63636,6,1.45326e+06,6,4,46.9448,0,-246.069,-120.532,4,1.98681e+07,42.9245,44.4572,1488.36,63674.1,7.18913,8.73863,spoofed
54.6433,1.99311e+07,6.10828,6,4.86297e+06,7,4,46.8004,0,-246.068,-120.097,4,1.98681e+07,41.7833,43.686,2392.85,794224,17.2466,20.1365,clean
58.0628,1.78858e+07,6.30921,0,1.12943e+06,7,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,41.4168,43.5238,2401.44,220891,19.6303,22.133,clean
-221.462,1.98713e+07,4,6,896544,4,4,46.8004,0,-230.318,-120.097,4,1.98681e+07,43.5582,44.9058,58.972,9630.71,3.98405,0,clean
-36.764,1.84815e+07,5.14894,5,-449967,6,4,46.8004,0,-246.068,-120.097,4,1.84694e+07,42.9723,44.2586,1966.88,83455.5,8.42283,11.7419,clean
34.7709,1.78789e+07,5.76471,0,633443,7,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,41.8223,43.9465,2286.21,85182.3,13.5791,16.161,clean
11.2402,1.99603e+07,5.82507,6,6.79753e+06,6,4,46.9448,0,-246.069,-120.532,4,1.98681e+07,39.5094,42.4143,2285.02,1.40427e+06,34.248,14.7989,spoofed
49.7468,1.84254e+07,6.48276,5,-449967,7,4,46.8004,0,-246.068,-120.097,4,1.83596e+07,41.4168,43.3798,2446.91,1.10389e+06,21.9517,23.7225,clean
8.96311,1.99639e+07,5.83146,6,7.03236e+06,6,4,46.9448,0,-246.069,-120.532,4,1.98681e+07,39.5094,42.3968,2306.34,1.48554e+06,34.4273,14.8248,spoofed
24.1907,1.99348e+07,5.75904,6,5.10547e+06,6,4,46.9448,0,-246.069,-120.532,4,1.98681e+07,39.5094,42.6188,2207.48,865445,32.1222,14.5287,spoofed
97.7164,1.6832e+07,5.93671,5,0,7,4,45.0553,0,-29.1653,-61.5326,4,0,35.1891,42.252,3740.13,1.3705e+08,25.1486,17.8176,spoofed
229.831,1.89071e+07,5.61468,1,-176690,7,4,45.0553,0,70.2437,-61.5326,4,1.88998e+07,35.1891,43.1372,2801.05,63798.4,14.6522,15.6087,spoofed
47.6689,1.84228e+07,6.50178,5,-449967,7,4,46.8004,0,-246.068,-120.097,4,1.83548e+07,41.4168,43.354,2466.46,1.16523e+06,22.4966,23.8903,clean
57.8594,1.99518e+07,6.32692,6,6.23799e+06,7,4,46.8004,0,-246.068,-120.097,4,1.98681e+07,41.4168,43.5107,2401.69,1.21443e+06,19.879,22.3004,clean
38.2266,1.6356e+07,5.81356,2,777479,7,4,46.8004,0,-246.068,-120.097,4,0,41.8223,43.9019,2308.57,1.39021e+08,14.3792,16.7838,clean
44.8779,1.78936e+07,6.52381,0,1.70877e+06,7,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,41.4168,43.3376,2496.6,416824,22.7727,24.0832,clean
-222.336,1.78719e+07,4,0,146664,4,4,46.8004,0,-230.318,-120.097,4,1.78712e+07,43.5582,44.9505,59.9512,2030.23,4.09822,0,clean
24.6354,1.84521e+07,5.7541,5,-450246,6,4,46.9448,0,-246.069,-120.532,4,1.84115e+07,39.5094,42.6371,2206.38,524099,31.9419,14.5083,spoofed
57.9923,1.84416e+07,6.31596,5,-449967,7,4,46.8004,0,-246.068,-120.097,4,1.83909e+07,41.4168,43.5186,2401.52,735579,19.7115,22.1969,clean
17.7012,1.84707e+07,5.55056,5,-449967,6,4,46.8004,0,-246.068,-120.097,4,1.8448e+07,42.6873,44.0975,2183.41,215731,10.4422,13.6407,clean
81.2298,1.87615e+07,6.27928,1,-315337,7,6,49.6349,0,18.3144,-37.6512,6,1.87514e+07,37.2822,45.8785,448.795,111807,30.8037,8.187,spoofed
157.587,1.68396e+07,5.77358,6,3.92215e+06,7,4,45.0553,0,23.6792,-61.5326,4,0,35.1891,42.6248,3260.46,1.42467e+08,19.6066,16.0306,spoofed
54.8256,1.99648e+07,6.41667,6,7.10428e+06,7,4,46.8004,0,-246.068,-120.097,4,1.98681e+07,41.4168,43.4402,2411.87,1.50773e+06,21.0097,23.1301,clean
9.9051,1.84738e+07,5.47826,5,-450246,6,4,46.9448,0,-246.069,-120.532,4,1.84542e+07,42.1092,43.8967,2160.45,172995,11.826,13.3188,spoofed
95.5392,1.80496e+07,5.96319,0,1.21169e+06,7,4,45.0553,0,-41.3442,-61.5326,4,1.80339e+07,35.1891,42.2133,3755.94,248379,25.9074,18.3062,spoofed
49.2993,1.37324e+07,6.48718,4,0,7,4,46.8004,0,-246.068,-120.097,4,0,41.4168,43.3731,2450.83,2.98789e+08,22.085,23.7616,clean
54.4469,1.87004e+07,6.42308,3,0,7,4,46.8004,0,-246.068,-120.097,4,0,41.4168,43.4351,2413.82,1.5122e+08,21.0769,23.1882,clean
214.209,2.05907e+07,5.65289,3,-424200,7,4,45.0553,0,61.728,-61.5326,4,2.05695e+07,35.1891,43.0182,2895.31,191492,15.9193,15.7112,spoofed
297.57,1.17004e+07,5.33333,6,1.90233e+06,7,4,45.0553,0,95.7235,-61.5326,4,0,42.0531,43.5083,2411.53,1.18664e+08,7.65001,14.1421,spoofed
59.2659,1.87143e+07,5.97146,6,8.15448e+06,7,4,45.0553,0,-95.7881,-61.5326,4,0,35.1891,42.0956,4238.85,1.50435e+08,27.6869,18.3116,spoofed
81.1069,1.87612e+07,6.30435,1,-315337,7,6,49.6349,0,18.3144,-37.6512,6,1.87507e+07,37.2822,45.9154,449.015,117423,31.0812,8.54655,spoofed
78.6508,2.04258e+07,6.44316,3,-768661,7,6,49.6349,0,18.3144,-37.6512,6,2.03884e+07,37.2822,46.09,461.464,450420,32.2903,10.313,spoofed
241.815,1.89076e+07,5.58416,1,-176690,7,4,45.0553,0,70.2437,-61.5326,4,1.89008e+07,35.1891,43.2373,2729.52,57113.2,13.5743,15.5264,spoofed
102.586,1.6684e+07,5.85567,5,0,7,4,45.0553,0,-29.1653,-61.5326,4,0,35.1891,42.3703,3712.95,1.36461e+08,22.591,16.2443,spoofed
10.462,1.87297e+07,5.82734,1,-189302,6,4,46.9448,0,-246.069,-120.532,4,1.87101e+07,39.5094,42.4073,2292.06,319393,34.3546,14.8081,spoofed
57.2322,1.7887e+07,6.35681,0,1.21956e+06,7,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,41.4168,43.4902,2402.97,249082,20.1773,22.5801,clean
95.7458,1.98639e+07,5.96313,2,1.41317e+06,7,4,45.0553,0,-41.3442,-61.5326,4,1.98454e+07,35.1891,42.2146,3753.53,288797,25.8936,18.3062,spoofed
26.7538,1.84593e+07,5.70075,5,-450246,6,4,46.9448,0,-246.069,-120.532,4,1.84258e+07,39.5258,42.9575,2202.75,392963,27.6077,14.286,spoofed
75.7571,1.99825e+07,6.56044,6,6.04423e+06,7,6,49.6349,0,18.3144,-37.6512,6,1.99088e+07,37.2822,46.2103,485.259,1.00038e+06,33.165,11.5977,spoofed
63.2161,1.84469e+07,6.67302,5,-759061,7,6,49.6349,0,-2.33781,-37.6512,6,1.83877e+07,37.2822,46.2697,782.785,939392,34.1846,12.7093,spoofed
474.538,2.06058e+07,4.28571,3,-424200,6,4,44.8907,0,111.265,-61.5326,4,2.05998e+07,42.297,43.5851,1209.57,29793.2,4.84395,5.8554,spoofed
76.3317,1.87557e+07,6.54887,1,-315337,7,6,49.6349,0,18.3144,-37.6512,6,1.87404e+07,37.2822,46.1994,478.071,212796,33.0739,11.4773,spoofed
127.043,1.8045e+07,5.8239,0,872246,7,4,45.0553,0,0.683649,-61.5326,4,1.80339e+07,35.1891,42.4668,3492.25,147585,21.2728,16.1619,spoofed
75.2575,1.79125e+07,6.56912,0,1.16003e+06,7,6,49.6349,0,18.3144,-37.6512,6,1.78985e+07,37.2822,46.2125,492.353,203243,33.2333,11.6871,spoofed
58.1052,1.7623e+07,6.26186,2,1.23424e+06,7,4,46.8004,0,-246.068,-120.097,4,0,41.4512,43.5672,2401.24,1.44329e+08,18.9602,21.6791,clean
-67.6655,1.78737e+07,4.95652,0,270925,6,4,46.9448,0,-246.069,-120.532,4,1.78712e+07,42.9245,44.3447,1809.14,15582.1,7.98966,10.7137,spoofed
35.7905,1.9914e+07,5.77907,6,3.72704e+06,7,4,46.8004,0,-246.068,-120.097,4,1.98681e+07,41.8223,43.931,2292.85,494598,13.8767,16.3465,clean
445.688,4.22079e+06,4.42105,6,1.30054e+06,6,4,44.8907,0,103.245,-61.5326,4,0,42.297,43.6053,1483.61,7.12551e+07,5.1121,7.10819,spoofed
-44.9511,1.78741e+07,5.09774,0,298125,6,4,46.9448,0,-246.069,-120.532,4,1.78712e+07,42.9245,44.268,1926.53,19499.5,8.42832,11.4773,spoofed
64.1466,2.00066e+07,6.66805,6,7.6428e+06,7,6,49.6349,0,-1.9267,-37.6512,6,1.99088e+07,37.2822,46.2712,755.586,1.52699e+06,34.0987,12.6622,spoofed
110.912,1.97109e+07,6,2,243882,6,6,44.5735,0,96.6564,-27.4438,6,1.97106e+07,42.8712,43.7407,18.514,876.784,1.75595,0,spoofed
46.1978,1.89537e+07,6.51389,3,0,7,4,46.8004,0,-246.068,-120.097,4,0,41.4168,43.3457,2481.69,1.52198e+08,22.6547,23.9965,clean
-40.6623,1.84818e+07,5.12409,5,-449967,6,4,46.8004,0,-246.068,-120.097,4,1.84701e+07,42.9723,44.268,1948.13,79949,8.38782,11.6142,clean
78.9767,9.30125e+06,6.42857,4,0,7,6,49.6349,0,18.3144,-37.6512,6,0,37.2822,46.0744,459.485,2.20108e+08,32.2021,10.1419,spoofed
-10.937,1.98916e+07,5.32203,6,2.2411e+06,6,4,46.8004,0,-246.068,-120.097,4,1.98681e+07,42.6873,44.1579,2081.28,181979,9.27664,12.5954,clean
81.0143,1.79069e+07,6.31429,0,762675,7,6,49.6349,0,18.3144,-37.6512,6,1.78985e+07,37.2822,45.9351,449.256,94892.8,31.2357,8.68496,spoofed
45.1138,1.42734e+07,6.52218,4,0,7,4,46.8004,0,-246.068,-120.097,4,0,41.4168,43.3386,2493.72,3.04609e+08,22.7658,24.069,clean
75.5764,1.97267e+07,6.56364,2,1.33764e+06,7,6,49.6349,0,18.3144,-37.6512,6,1.97106e+07,37.2822,46.2077,487.79,231009,33.1802,11.6307,spoofed
78.019,1.05489e+07,6.48608,4,0,7,6,49.6349,0,18.3144,-37.6512,6,0,37.2822,46.1347,464.097,2.344e+08,32.5682,10.8009,spoofed
-143.963,1.84867e+07,4.5,5,-449967,6,4,46.8004,0,-246.068,-120.097,4,1.84799e+07,43.164,44.49,1319.87,35813.4,6.76522,7.74597,clean
54.2104,1.84318e+07,6.42701,5,-449967,7,4,46.8004,0,-246.068,-120.097,4,1.8372e+07,41.4168,43.4341,2415.07,951858,21.0814,23.2238,clean
55.2376,1.86616e+07,6.40928,3,0,7,4,46.8004,0,-246.068,-120.097,4,0,41.4168,43.4435,2409.85,1.51069e+08,20.9456,23.0629,clean
78.119,1.84869e+07,6.02834,5,-759061,7,6,49.6349,0,18.3144,-37.6512,6,1.84662e+07,37.2822,45.6507,433.724,190129,29.2842,2.60799,spoofed
7.801,1.49291e+07,5.46188,3,0,6,4,46.8004,0,-246.068,-120.097,4,0,42.6873,44.1109,2152.63,1.35259e+08,9.98239,13.2448,clean
51.3089,1.99739e+07,6.46633,6,7.71046e+06,7,4,46.8004,0,-246.068,-120.097,4,1.98681e+07,41.4168,43.3994,2434,1.72499e+06,21.645,23.5766,clean
26.3061,833923,5.65385,4,0,7,4,46.8004,0,-246.068,-120.097,4,0,41.9693,44.0503,2225.94,7.36501e+07,11.6959,14.6498,clean
57.959,1.75741e+07,6.2446,2,1.20532e+06,7,4,46.8004,0,-246.068,-120.097,4,0,41.4512,43.577,2401.07,1.44127e+08,18.8311,21.5112,clean
42.4752,1.84616e+07,5.87701,5,-449967,7,4,46.8004,0,-246.068,-120.097,4,1.84301e+07,41.8223,43.8574,2334.37,355222,14.9385,17.5597,clean
55.5291,1.2424e+07,6.40256,4,0,7,4,46.8004,0,-246.068,-120.097,4,0,41.4168,43.4518,2408.72,2.84216e+08,20.8104,23.0016,clean
118.384,2.05669e+07,5.83594,3,-424200,7,4,45.0553,0,-11.4177,-61.5326,4,2.0522e+07,35.1891,42.4476,3566.54,588487,21.5232,16.1932,spoofed
106.058,1.79003e+07,6,0,299632,6,6,45.3136,0,94.1796,-37.6512,6,1.78985e+07,42.4844,43.9089,53.1596,9117.76,4.89325,0,spoofed
55.5696,1.78826e+07,6.13402,0,893125,7,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,41.7833,43.6683,2395.81,151741,17.482,20.4032,clean
84.9751,1.84175e+07,5.96591,6,6.9141e+06,7,4,45.0553,0,-60.8083,-61.5326,4,0,35.1891,42.1765,3885.09,1.49164e+08,26.4058,18.308,spoofed
269.121,1.30634e+07,5.51163,6,2.15057e+06,7,4,45.0553,0,77.5001,-61.5326,4,0,42.0531,43.4399,2566.16,1.25397e+08,8.49789,15.329,spoofed
12.7197,1.84729e+07,5.50207,5,-450246,6,4,46.9448,0,-246.069,-120.532,4,1.84524e+07,42.1092,43.8702,2169.67,185425,12.0638,13.4257,spoofed
77.5294,1.79108e+07,6.51613,0,1.0404e+06,7,6,49.6349,0,18.3144,-37.6512,6,1.78985e+07,37.2822,46.1718,466.551,168168,32.8485,11.1297,spoofed
53.5188,1.87281e+07,6.43775,1,-189178,7,4,46.8004,0,-246.068,-120.097,4,1.87073e+07,41.4168,43.4244,2418.97,354177,21.2499,23.3207,clean
136.734,1.80441e+07,5.80909,0,804291,7,4,45.0553,0,9.06262,-61.5326,4,1.80339e+07,35.1891,42.5145,3414.97,129281,20.7469,16.1234,spoofed
53.5714,1.99684e+07,6.437,6,7.33937e+06,7,4,46.8004,0,-246.068,-120.097,4,1.98681e+07,41.4168,43.4252,2418.65,1.59085e+06,21.24,23.3139,clean
111.416,1.65455e+07,5.84502,5,0,7,4,45.0553,0,-16.6751,-61.5326,4,0,35.1891,42.4139,3629.06,1.35904e+08,22.0079,16.2167,spoofed
25.6644,1.87402e+07,5.65517,1,-189302,6,4,46.9448,0,-246.069,-120.532,4,1.87291e+07,40.4171,43.2863,2201.62,124445,21.4522,14.0933,spoofed
54.9708,1.78888e+07,6.41423,0,1.35114e+06,7,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,41.4168,43.4416,2411.12,291873,20.9957,23.1079,clean
16.8431,1.78771e+07,5.54198,0,502194,6,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,42.6873,44.0904,2181.05,56209.1,10.3634,13.6029,clean
51.179,1.78812e+07,6.02778,0,795839,7,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,41.8223,43.7521,2379.49,125524,16.1968,19.2787,clean
106.498,1.66242e+07,5.85106,5,0,7,4,45.0553,0,-23.3387,-61.5326,4,0,35.1891,42.3921,3675.11,1.36221e+08,22.2942,16.2324,spoofed
71.8138,1.79143e+07,6.61228,0,1.28533e+06,7,6,49.6349,0,18.3144,-37.6512,6,1.78985e+07,37.2822,46.2318,556.906,241629,33.5231,12.1222,spoofed
58.1657,1.87324e+07,6.29766,1,-189178,7,4,46.8004,0,-246.068,-120.097,4,1.87148e+07,41.4512,43.5384,2401.32,263839,19.3296,22.0231,clean
-50.5933,1.7874e+07,5.0625,0,290489,6,4,46.8004,0,-246.068,-120.097,4,1.78712e+07,42.9723,44.2864,1898.15,18380.3,8.2592,11.2916,clean
